Data info
File name: C:\TP_RESA_PERCAGE\TP11\Alu2017-T4-Vc52-f0.04BC-DRY.dxd
Start time: 05/12/2017 11:26:16,293
Number of channels: 4
Sample rate: 1000
Store type: Toujours rapide


Data1

Time [s]	Fx [N]	Fy [N]	Fz [N]	Mz [Nm]
0.115	-7.9048734	-8.3557711	-51.043694	0.041291267
0.116	-7.9658847	-8.1718788	-50.933186	0.040974766
0.117	-7.9226832	-8.39182	-51.37146	0.040449053
0.118	-7.9599123	-8.2178698	-50.882763	0.043254644
0.119	-7.870863	-8.3528738	-51.508789	0.036795884
0.12	-7.9739671	-8.2226257	-51.307625	0.039998442
0.121	-7.8860621	-8.3295927	-50.985222	0.03853932
0.122	-8.0624084	-8.3520517	-51.199799	0.039365441
0.123	-7.8890305	-8.3248358	-51.68206	0.040014535
0.124	-7.9756479	-8.3142147	-51.744286	0.039537102
0.125	-7.9213243	-8.2509861	-51.461582	0.040776283
0.126	-8.0019693	-8.3813057	-51.056568	0.040583163
0.127	-7.8761201	-8.3389263	-51.130596	0.038426667
0.128	-7.9558353	-8.310853	-51.247005	0.041167885
0.129	-7.9177122	-8.2541685	-51.143471	0.041087419
0.13	-7.947896	-8.2928638	-51.25666	0.039617568
0.131	-7.9174976	-8.3396416	-51.297432	0.041838437
0.132	-7.938705	-8.3672152	-51.339272	0.039633662
0.133	-7.9551201	-8.2489834	-51.065689	0.040014535
0.134	-7.9884152	-8.3276968	-51.271683	0.039950162
0.135	-8.0022917	-8.3077412	-51.599449	0.04125908
0.136	-7.8695755	-8.3651409	-51.259342	0.037423521
0.137	-7.952724	-8.2464437	-51.176731	0.041580945
0.138	-7.9569798	-8.3382111	-51.247005	0.041012317
0.139	-7.9300146	-8.296977	-50.904755	0.039451271
0.14	-7.8833442	-8.3191137	-50.640289	0.038850456
0.141	-7.9757552	-8.2695827	-51.156883	0.0368388
0.142	-7.8929286	-8.2988005	-51.14669	0.038550049
0.143	-8.0216389	-8.3314524	-51.431541	0.041044503
0.144	-7.9621654	-8.2636099	-51.347855	0.040856749
0.145	-7.966886	-8.3167534	-51.603203	0.041135699
0.146	-7.9215746	-8.2597837	-51.101093	0.041967183
0.147	-7.9761486	-8.2799892	-51.578526	0.042535812
0.148	-7.9289417	-8.3231192	-51.238422	0.037493259
0.149	-7.893465	-8.3828077	-51.188534	0.041806251
0.15	-7.9009037	-8.2334976	-51.2631	0.039982349
0.151	-7.8879576	-8.2792025	-50.975029	0.039590746
0.152	-7.8961115	-8.2494125	-51.03994	0.040025264
0.153	-7.9190354	-8.3667498	-51.346249	0.03886655
0.154	-7.9421024	-8.2777367	-51.166538	0.038716346
0.155	-7.9476814	-8.3235483	-51.316742	0.040121824
0.156	-8.0044374	-8.2992296	-51.123623	0.042101294
0.157	-7.9525094	-8.3983288	-51.305477	0.037654191
0.158	-7.8742962	-8.3112106	-51.178341	0.043040067
0.159	-7.91925	-8.3515863	-51.037258	0.042492896
0.16	-7.9855542	-8.2812767	-50.962154	0.042675287
0.161	-7.8087788	-8.3653908	-51.376289	0.040095001
0.162	-7.9439263	-8.3234768	-51.212135	0.040379316
0.163	-7.8703623	-8.2617865	-51.141327	0.03918305
0.164	-7.9191427	-8.2986574	-51.243252	0.04125908
0.165	-7.9330187	-8.3023415	-51.466412	0.040427595
0.166	-7.9910975	-8.3854179	-51.420811	0.037804395
0.167	-7.8746538	-8.2663279	-51.360729	0.040025264
0.168	-7.9081635	-8.3106022	-51.461582	0.038979203
0.169	-7.9407434	-8.2809553	-51.489475	0.040422231
0.17	-7.8949313	-8.3732948	-51.486259	0.042809397
0.171	-7.9304795	-8.3155375	-50.802296	0.041564852
0.172	-7.8989725	-8.2908974	-51.242176	0.042997152
0.173	-7.9186778	-8.2690105	-50.787273	0.042428523
0.174	-7.9299431	-8.3146791	-51.330154	0.041645318
0.175	-7.9082351	-8.2764845	-51.240566	0.040325671
0.176	-7.8685026	-8.3211164	-51.378433	0.040910393
0.177	-7.9945307	-8.2365379	-51.350002	0.039526373
0.178	-7.9485397	-8.3655701	-51.207844	0.041334182
0.179	-7.9251151	-8.3540545	-51.200871	0.039912611
0.18	-7.8126769	-8.3670006	-51.480892	0.03941372
0.181	-7.9505424	-8.2670431	-51.269001	0.039011389
0.182	-7.9008322	-8.3271246	-51.557068	0.04048124
0.183	-7.9198222	-8.2740173	-51.233593	0.040095001
0.184	-7.9087358	-8.3094225	-51.079098	0.039478093
0.185	-7.9606276	-8.2799892	-51.337128	0.03830865
0.186	-7.9162459	-8.2393627	-51.339272	0.042058378
0.187	-7.9690318	-8.3624945	-51.383797	0.039150864
0.188	-7.9609852	-8.3006964	-50.833408	0.037879497
0.189	-7.920752	-8.3433971	-51.623589	0.043066889
0.19	-7.9184275	-8.2239494	-51.082317	0.040910393
0.191	-7.9560857	-8.3692894	-51.343029	0.042584091
0.192	-7.8512292	-8.3280907	-51.256126	0.043378025
0.193	-7.9259734	-8.3109598	-51.640217	0.043769628
0.194	-7.9119186	-8.2385759	-51.429394	0.042997152
0.195	-7.8942518	-8.2697611	-51.356438	0.03932789
0.196	-7.9692464	-8.3322029	-51.565651	0.04125908
0.197	-7.9294782	-8.3570938	-51.191216	0.042144209
0.198	-7.89182	-8.2375393	-51.16761	0.039274246
0.199	-7.9634886	-8.3209381	-51.595158	0.040497333
0.2	-8.026288	-8.2863913	-51.481968	0.042884499
0.201	-7.8714709	-8.3938227	-51.365559	0.039124042
0.202	-7.9395633	-8.2528458	-51.856941	0.041361004
0.203	-7.8859906	-8.269618	-51.597301	0.04025057
0.204	-7.991312	-8.3090649	-51.135963	0.03881827
0.205	-7.877336	-8.2783804	-51.150444	0.039917976
0.206	-7.9649906	-8.3068113	-51.356438	0.038823634
0.207	-7.853375	-8.2289915	-51.337666	0.03835693
0.208	-8.033083	-8.3168249	-50.964836	0.036908537
0.209	-7.9403858	-8.2999449	-51.132206	0.038088709
0.21	-7.9922061	-8.3507996	-51.270607	0.039805323
0.211	-7.8885655	-8.2587461	-51.227692	0.040041357
0.212	-7.9261165	-8.2822428	-51.206234	0.037053376
0.213	-7.9435687	-8.2901821	-51.050667	0.0385876
0.214	-7.8803043	-8.3595972	-51.130596	0.03743425
0.215	-7.8670363	-8.272193	-51.237885	0.042761117
0.216	-7.9374175	-8.3390694	-50.964302	0.040534884
0.217	-7.9333048	-8.2447271	-50.939087	0.041082054
0.218	-7.9027991	-8.3469734	-50.819462	0.04071191
0.219	-7.931159	-8.315073	-51.273827	0.04025057
0.22	-7.9008322	-8.2823858	-51.490013	0.042004734
0.221	-8.0191717	-8.2525234	-51.25666	0.039070398
0.222	-7.9437475	-8.4014759	-51.529709	0.041892081
0.223	-7.9405646	-8.3456144	-51.326935	0.040604621
0.224	-7.865284	-8.3209734	-50.998634	0.040245205
0.225	-8.0216389	-8.3111391	-51.385406	0.040534884
0.226	-7.8941803	-8.3154306	-51.160637	0.040679723
0.227	-7.9680662	-8.3315592	-51.045303	0.040888935
0.228	-7.9250078	-8.2690458	-50.982002	0.038920194
0.229	-7.9700689	-8.3298073	-51.503426	0.038281828
0.23	-7.9367023	-8.2707624	-51.20892	0.040406138
0.231	-7.9900246	-8.4409218	-51.479286	0.04297033
0.232	-7.9211454	-8.3185778	-51.379505	0.042267591
0.233	-7.9232554	-8.3298073	-51.367706	0.04071191
0.234	-7.9565148	-8.2358227	-51.487331	0.040014535
0.235	-7.8928213	-8.3860979	-51.288311	0.039504915
0.236	-7.8899245	-8.3688602	-51.00024	0.03784731
0.237	-7.8930359	-8.3464365	-51.214283	0.039767772
0.238	-7.980011	-8.239399	-51.061398	0.038378388
0.239	-7.8936081	-8.2842455	-51.123623	0.038893372
0.24	-7.968245	-8.3225117	-51.079636	0.038973838
0.241	-7.896183	-8.3320599	-51.391846	0.039204508
0.242	-7.9765062	-8.2595692	-51.443878	0.040175468
0.243	-7.9795461	-8.3588467	-51.375214	0.041597039
0.244	-7.9736094	-8.3221893	-51.264709	0.040491968
0.245	-7.8573089	-8.3235846	-51.933651	0.043206364
0.246	-7.9993944	-8.2849607	-51.399891	0.04587248
0.247	-7.8997951	-8.3183985	-51.008823	0.040282756
0.248	-7.9411726	-8.372901	-51.305477	0.043753535
0.249	-7.8983288	-8.3052378	-51.270073	0.043506771
0.25	-7.9537253	-8.2928638	-51.079098	0.041811615
0.251	-7.9144936	-8.2286701	-51.339272	0.041752607
0.252	-7.9888444	-8.3872061	-51.528099	0.038673431
0.253	-7.964633	-8.285533	-51.553314	0.04393056
0.254	-7.9152088	-8.3782654	-51.333374	0.038786083
0.255	-7.9417448	-8.2716208	-51.50235	0.042106658
0.256	-7.9468231	-8.3446846	-51.410084	0.040411502
0.257	-7.9001169	-8.3596687	-50.934261	0.040196925
0.258	-7.9015117	-8.3546982	-51.298504	0.043882281
0.259	-7.9050522	-8.2780943	-51.378433	0.042407066
0.26	-7.9368095	-8.266221	-51.128986	0.042321235
0.261	-7.9877715	-8.3039865	-51.339272	0.04051879
0.262	-7.8928928	-8.3111744	-51.630562	0.044933707
0.263	-7.9574447	-8.2735882	-51.23896	0.040787011
0.264	-7.9376678	-8.2878218	-50.866669	0.040969402
0.265	-8.0379829	-8.3151798	-51.213745	0.036887079
0.266	-7.8922849	-8.3449707	-51.50235	0.041650683
0.267	-7.9029064	-8.3065615	-51.074272	0.040266663
0.268	-7.9365592	-8.2822065	-51.241642	0.04227832
0.269	-7.9829435	-8.3586674	-51.495377	0.040513426
0.27	-7.8548055	-8.2774143	-51.432613	0.039102584
0.271	-7.9652767	-8.3593473	-51.086071	0.043898374
0.272	-7.8935366	-8.2053528	-51.445488	0.041983277
0.273	-7.9463582	-8.3315592	-51.274364	0.040132552
0.274	-7.9331975	-8.2989082	-51.176731	0.041382462
0.275	-7.9441409	-8.3868484	-51.546341	0.039671212
0.276	-7.9368453	-8.2431898	-51.384872	0.043753535
0.277	-7.905982	-8.3224039	-51.560287	0.041253716
0.278	-7.9741459	-8.3116035	-51.341419	0.040191561
0.279	-7.8845601	-8.340929	-51.524345	0.042653829
0.28	-7.9031925	-8.2697611	-50.895638	0.040191561
0.281	-7.9189639	-8.2839231	-51.150444	0.043651611
0.282	-7.9496484	-8.2347851	-51.082855	0.041945726
0.283	-7.930408	-8.3318453	-51.16922	0.040497333
0.284	-7.9736094	-8.3323107	-51.564041	0.042621642
0.285	-7.9042296	-8.3220463	-51.463192	0.041790158
0.286	-8.0062256	-8.3109598	-51.398819	0.040127188
0.287	-7.966886	-8.3374958	-51.301723	0.03997162
0.288	-7.9422455	-8.3572016	-51.451927	0.04227832
0.289	-7.8798394	-8.2920055	-51.126842	0.038625151
0.29	-8.0051165	-8.3140354	-51.263634	0.040813833
0.291	-7.9124908	-8.3097439	-51.62949	0.039955527
0.292	-7.9491119	-8.3447914	-51.411694	0.039156228
0.293	-7.9009037	-8.2319956	-51.215893	0.040545613
0.294	-7.9544406	-8.3569508	-50.785664	0.041119605
0.295	-7.9576235	-8.2419739	-51.398819	0.038920194
0.296	-7.9923849	-8.406661	-51.366096	0.040175468
0.297	-7.958303	-8.2644329	-51.355366	0.041457564
0.298	-7.8979712	-8.3589897	-51.608566	0.041033775
0.299	-7.9660993	-8.2653627	-51.971737	0.043410212
0.3	-7.9421024	-8.350049	-51.459435	0.041736513
0.301	-7.9108815	-8.3520517	-51.353756	0.037707835
0.302	-7.870863	-8.3231907	-51.187462	0.040583163
0.303	-7.9923134	-8.3071337	-51.595158	0.03932789
0.304	-7.8812342	-8.2984076	-51.29314	0.03738597
0.305	-7.9559426	-8.279274	-51.357513	0.042160302
0.306	-7.9152088	-8.3735094	-51.339809	0.041323453
0.307	-7.9961758	-8.252059	-51.469627	0.038619787
0.308	-7.9917769	-8.3048086	-51.292065	0.039301068
0.309	-8.0195646	-8.33113	-51.296356	0.042830855
0.31	-7.8703623	-8.3522663	-51.196045	0.040073544
0.311	-7.9494696	-8.3432894	-51.579597	0.039858967
0.312	-7.9655271	-8.2756262	-51.385406	0.042439252
0.313	-7.9266529	-8.39536	-51.485722	0.040888935
0.314	-7.9181771	-8.2700834	-51.466412	0.042551905
0.315	-7.9564075	-8.3361731	-50.986832	0.040035993
0.316	-7.9429607	-8.2142572	-51.443344	0.041790158
0.317	-7.9364877	-8.3654985	-51.469627	0.038061887
0.318	-8.0266104	-8.3101015	-51.543121	0.03964439
0.319	-7.9258661	-8.3664284	-51.841381	0.039574653
0.32	-7.9482536	-8.2822781	-51.513081	0.041403919
0.321	-7.9488616	-8.3442554	-51.491623	0.038464218
0.322	-7.9599838	-8.3546267	-51.618759	0.04074946
0.323	-7.8953605	-8.3328829	-51.510933	0.042916685
0.324	-7.9456787	-8.2915764	-51.211601	0.044585019
0.325	-7.9193215	-8.2836733	-51.302258	0.039011389
0.326	-7.9790812	-8.2923632	-51.410084	0.040443689
0.327	-7.9259377	-8.3520155	-51.362339	0.043984205
0.328	-7.962666	-8.2795601	-51.753407	0.040819198
0.329	-7.9468589	-8.3090286	-51.454071	0.040406138
0.33	-8.0265388	-8.337389	-51.266315	0.042074472
0.331	-7.9146724	-8.3321676	-51.242176	0.038373023
0.332	-7.9160314	-8.3575592	-51.447636	0.044568926
0.333	-7.9513292	-8.2712278	-51.303333	0.0443919
0.334	-7.9707127	-8.3447199	-51.046375	0.043764263
0.335	-7.8889947	-8.2725506	-51.443878	0.043662339
0.336	-7.9429607	-8.3427887	-51.437977	0.046081692
0.337	-7.9057674	-8.2353935	-51.845139	0.040191561
0.338	-7.9477172	-8.3075981	-51.533466	0.041806251
0.339	-8.0242853	-8.2826357	-51.31245	0.040674359
0.34	-7.9547982	-8.3905325	-51.674011	0.042423159
0.341	-7.9439979	-8.2995872	-51.636463	0.039687306
0.342	-7.9167824	-8.3114252	-51.39077	0.041334182
0.343	-7.954083	-8.2899313	-51.472309	0.039134771
0.344	-7.8897457	-8.345149	-51.222328	0.040175468
0.345	-7.9260807	-8.3526955	-51.301723	0.04025057
0.346	-7.9277258	-8.2757692	-51.456219	0.038947016
0.347	-7.9635243	-8.3320961	-51.214283	0.041119605
0.348	-7.928906	-8.2650404	-51.054958	0.039193779
0.349	-7.9717855	-8.3659277	-51.462654	0.036168247
0.35	-7.9462509	-8.2938299	-51.393456	0.042069107
0.351	-7.9983215	-8.2441196	-51.189068	0.039102584
0.352	-7.9797606	-8.3196507	-51.607494	0.040089637
0.353	-7.9967837	-8.3833437	-51.619831	0.041398555
0.354	-7.8618865	-8.3220463	-51.406864	0.043361932
0.355	-7.9803686	-8.3063107	-51.112358	0.043705255
0.356	-7.9508286	-8.2869987	-51.339809	0.043893009
0.357	-7.9130988	-8.3077774	-51.721218	0.043313652
0.358	-7.924078	-8.2527027	-51.190678	0.038346201
0.359	-7.9162817	-8.3206158	-50.976639	0.040449053
0.36	-7.9969983	-8.2576733	-51.561897	0.038619787
0.361	-7.9836588	-8.4044085	-51.640217	0.040298849
0.362	-7.9672437	-8.268796	-51.583355	0.041575581
0.363	-7.8832011	-8.331953	-51.421886	0.04269138
0.364	-7.9356294	-8.2732658	-51.331764	0.040674359
0.365	-7.9221468	-8.3217602	-52.338127	0.039204508
0.366	-7.9140644	-8.3307724	-51.634315	0.041312724
0.367	-7.8379254	-8.2985506	-51.556534	0.044284612
0.368	-7.9183917	-8.2500563	-51.963692	0.041146427
0.369	-7.9354863	-8.2929001	-51.664894	0.040304214
0.37	-7.9206805	-8.2922916	-51.557068	0.034328252
0.371	-7.9003673	-8.2997303	-51.292065	0.039134771
0.372	-7.9455714	-8.3127127	-51.58979	0.037107021
0.373	-7.965992	-8.305131	-51.233593	0.03863588
0.374	-8.0031137	-8.3386765	-51.714245	0.038925558
0.375	-7.8970413	-8.3579168	-51.268463	0.042809397
0.376	-7.9062681	-8.3276968	-51.824215	0.039220601
0.377	-7.9383831	-8.2533464	-51.676697	0.041892081
0.378	-7.9351287	-8.4125624	-51.756626	0.044745952
0.379	-7.8740458	-8.2414017	-51.463192	0.040856749
0.38	-7.938097	-8.3371744	-51.488941	0.039134771
0.381	-7.9258661	-8.2597122	-51.214283	0.040111095
0.382	-7.9227548	-8.3301649	-51.508789	0.038094074
0.383	-7.9731803	-8.3310947	-51.911655	0.041875988
0.384	-7.9021554	-8.3386765	-51.551704	0.039842874
0.385	-7.9862695	-8.2826357	-51.51791	0.042165667
0.386	-7.8848104	-8.2777719	-51.64558	0.044649392
0.387	-7.9487185	-8.3547697	-51.554386	0.041752607
0.388	-7.8728299	-8.3394985	-51.339272	0.044263154
0.389	-7.9444985	-8.289896	-50.998634	0.043453127
0.39	-7.8953962	-8.2960825	-51.234669	0.041157156
0.391	-7.9370241	-8.2785587	-51.662212	0.039580017
0.392	-7.8854542	-8.3571301	-51.102165	0.042798668
0.393	-7.9387407	-8.281456	-51.734093	0.040191561
0.394	-7.9278688	-8.2738743	-51.893955	0.042353421
0.395	-7.9910259	-8.3253727	-52.0168	0.045491606
0.396	-7.9396706	-8.3026628	-52.013042	0.045738369
0.397	-7.8938942	-8.3406792	-51.496986	0.045437962
0.398	-7.9296212	-8.2698326	-51.940624	0.045201927
0.399	-7.9614501	-8.3413944	-51.353222	0.046494752
0.4	-7.907341	-8.2679377	-51.619831	0.043506771
0.401	-7.943068	-8.3501205	-51.564041	0.046559125
0.402	-7.9610925	-8.2515583	-51.340881	0.04098013
0.403	-7.9182844	-8.3221893	-51.459435	0.041983277
0.404	-7.9927783	-8.2839947	-51.291531	0.043705255
0.405	-7.9544048	-8.3450775	-51.442268	0.041682869
0.406	-7.9568009	-8.2937937	-51.333374	0.040159374
0.407	-7.9057674	-8.2426891	-52.0742	0.039193779
0.408	-7.9625587	-8.3162174	-51.528637	0.04218176
0.409	-7.9048018	-8.3417521	-51.398819	0.041715056
0.41	-7.9684596	-8.3076344	-51.029747	0.04572764
0.411	-7.9134207	-8.2269888	-51.013653	0.042814761
0.412	-7.9647045	-8.2207661	-50.333447	0.040164739
0.413	-7.9532604	-8.1416588	-50.058788	0.041275173
0.414	-8.0971699	-8.222662	-50.453609	0.040974766
0.415	-8.1195936	-8.1554632	-50.168758	0.039998442
0.416	-8.1907969	-8.1418734	-49.983147	0.041688234
0.417	-8.221982	-8.1115112	-49.415592	0.040953308
0.418	-8.2801685	-8.171628	-49.157566	0.041398555
0.419	-8.2303505	-8.1303225	-49.115723	0.039590746
0.42	-8.2878933	-8.1443415	-48.836235	0.039724857
0.421	-8.2906113	-8.0402002	-48.715538	0.040041357
0.422	-8.228241	-8.0362301	-48.29443	0.04153803
0.423	-8.2115393	-7.9633455	-48.13028	0.04397884
0.424	-8.1155167	-8.0422382	-47.293964	0.040255934
0.425	-8.1557856	-7.99403	-46.873394	0.036876351
0.426	-8.1869345	-8.1588964	-46.644871	0.040905029
0.427	-8.3237276	-8.1033573	-46.238785	0.041784793
0.428	-8.0648403	-8.0935583	-46.083218	0.041183978
0.429	-8.1168394	-7.9741459	-45.961445	0.044037849
0.43	-8.1371174	-7.8855615	-45.15517	0.043485314
0.431	-8.165906	-7.8654985	-44.399326	0.040609986
0.432	-8.0728159	-7.8505497	-44.074242	0.042165667
0.433	-8.1057177	-7.8883152	-43.009941	0.043313652
0.434	-8.2367878	-7.8795533	-42.509979	0.038748533
0.435	-8.5148439	-7.9457502	-42.467598	0.042085201
0.436	-8.7303505	-7.8551989	-42.035763	0.041784793
0.437	-8.6609707	-7.8528743	-41.793827	0.043587238
0.438	-8.5623007	-7.7169757	-40.821259	0.039488822
0.439	-8.934556	-7.7155809	-40.109402	0.042069107
0.44	-8.9855175	-7.7336769	-39.871758	0.043528229
0.441	-8.8645325	-7.9468589	-39.123959	0.039912611
0.442	-8.9778643	-7.7725868	-37.596172	0.044402629
0.443	-9.0839367	-7.702599	-37.250702	0.045550615
0.444	-8.9728937	-7.7082853	-35.949295	0.045840293
0.445	-8.8253002	-7.8874569	-36.45784	0.041564852
0.446	-8.4796171	-7.8710775	-36.905235	0.042492896
0.447	-8.4629164	-7.8529816	-36.831203	0.04346922
0.448	-8.8728294	-7.8210812	-35.695557	0.042482167
0.449	-8.4624872	-7.9982858	-35.68161	0.043807179
0.45	-8.4992151	-7.980154	-35.270161	0.045024902
0.451	-8.6985216	-7.7030282	-34.474079	0.044896156
0.452	-8.9317303	-7.7580671	-33.32341	0.046532303
0.453	-8.7323532	-7.8486543	-33.28318	0.046687871
0.454	-8.750699	-8.0487471	-32.899086	0.050673634
0.455	-8.7109308	-7.9755049	-33.557301	0.0443919
0.456	-9.1914759	-7.7672939	-34.461742	0.046135336
0.457	-9.3144636	-7.8740101	-34.408634	0.043630153
0.458	-9.0989571	-7.9357367	-33.907059	0.046403557
