Data info
File name: C:\TP_RESA_PERCAGE\TP11\Alu2017-T4-Vc44-f0.05BC-DRY.dxd
Start time: 05/12/2017 11:20:06,649
Number of channels: 4
Sample rate: 1000
Store type: Toujours rapide


Data1

Time [s]	Fx [N]	Fy [N]	Fz [N]	Mz [Nm]
0.072	-8.3564148	-7.9403858	-86.363556	0.0085146725
0.073	-8.3344202	-7.9535465	-86.379112	0.011293441
0.074	-8.3267317	-7.9477887	-86.735847	0.0094749033
0.075	-8.2899313	-7.9455714	-86.183311	0.013272911
0.076	-8.3377466	-7.9541903	-86.418274	0.010714084
0.077	-8.312355	-7.9153519	-86.3936	0.0087507069
0.078	-8.3593473	-7.9925637	-86.319031	0.0089384615
0.079	-8.3027706	-7.9300861	-86.474068	0.0084663928
0.08	-8.3259087	-7.9131703	-86.513763	0.0091262162
0.081	-8.3499775	-7.8904967	-86.221405	0.0056768954
0.082	-8.401082	-7.935987	-86.597984	0.0080265105
0.083	-8.4117041	-7.9579811	-86.605492	0.0089277327
0.084	-8.3475456	-7.9769711	-86.506248	0.0078172982
0.085	-8.3263741	-7.97715	-86.643044	0.011685044
0.086	-8.3784084	-7.8409653	-86.23642	0.011862069
0.087	-8.2790594	-7.9998951	-86.258415	0.015874654
0.088	-8.3707914	-7.968245	-86.209602	0.0071038306
0.089	-8.3021984	-7.9481106	-86.253052	0.0093193352
0.09	-8.3124981	-7.9511862	-86.48748	0.011336356
0.091	-8.3167534	-7.9278331	-86.373749	0.0097538531
0.092	-8.3265524	-7.9064827	-86.544876	0.0094158947
0.093	-8.3174334	-7.948647	-86.069588	0.0081337988
0.094	-8.3704338	-7.9020123	-86.449387	0.011363178
0.095	-8.304594	-7.9775434	-86.116798	0.0071360171
0.096	-8.3709345	-7.9202871	-86.407013	0.0098879635
0.097	-8.3673935	-7.9490762	-86.612465	0.011491925
0.098	-8.3416443	-7.9908471	-86.485329	0.0096572936
0.099	-8.3722935	-7.9559069	-86.491768	0.012564808
0.1	-8.3359938	-7.984839	-86.274506	0.011223704
0.101	-8.2811699	-7.9661708	-86.258415	0.012006909
0.102	-8.2992659	-7.896934	-86.554535	0.010107905
0.103	-8.3488331	-7.9539399	-86.446709	0.005569607
0.104	-8.2668285	-7.9532247	-86.619438	0.010145456
0.105	-8.3587389	-7.9735022	-86.441345	0.0077904761
0.106	-8.3202944	-7.8904252	-86.50679	0.0031287968
0.107	-8.390604	-7.9653482	-86.291138	0.0085522234
0.108	-8.3861332	-7.920609	-86.720825	0.006288439
0.109	-8.4114895	-7.9897027	-86.587257	0.0083644688
0.11	-8.3111391	-7.9708915	-86.599594	0.012902766
0.111	-8.4075193	-7.9617004	-86.497131	0.0082142651
0.112	-8.3106022	-7.9732518	-86.32547	0.014495999
0.113	-8.3843098	-7.9979997	-86.481041	0.012087375
0.114	-8.2954035	-7.9501848	-86.099632	0.013803989
0.115	-8.3024845	-7.9536896	-86.499275	0.0039549172
0.116	-8.2798824	-7.9578023	-86.401649	0.0083430111
0.117	-8.3447914	-7.9390268	-86.350151	0.011497289
0.118	-8.3564148	-7.9679947	-86.303474	0.008943826
0.119	-8.3320961	-7.9399924	-86.174194	0.0046254694
0.12	-8.3601694	-8.0186348	-86.439735	0.0083430111
0.121	-8.3190784	-7.9180698	-86.490158	0.011416823
0.122	-8.3350286	-7.9603057	-86.565262	0.0052316487
0.123	-8.3903894	-7.9601626	-86.513763	0.0071038306
0.124	-8.3034859	-7.973681	-86.291138	0.010354668
0.125	-8.3977203	-7.9265099	-86.481575	0.0096733868
0.126	-8.3742247	-7.9865556	-86.422028	0.010097176
0.127	-8.2873211	-7.9021912	-86.316887	0.0057734549
0.128	-8.3456144	-7.9817634	-86.502495	0.0099308789
0.129	-8.3178263	-7.9080205	-86.370529	0.0049687922
0.13	-8.3735094	-7.9752903	-86.28363	0.0099469721
0.131	-8.2542048	-7.9344492	-86.228912	0.0052799284
0.132	-8.3564148	-7.9075198	-86.444565	0.0048185885
0.133	-8.3348856	-7.913528	-86.5084	0.0061972439
0.134	-8.3941803	-7.9367023	-86.127525	0.0044699013
0.135	-8.3489761	-7.9608064	-86.442413	0.006030947
0.136	-8.341609	-7.9978566	-86.356049	0.0068570673
0.137	-8.3648548	-7.9910975	-86.582962	0.0080908835
0.138	-8.3987217	-7.9577308	-86.248222	0.010365397
0.139	-8.2879648	-8.0024347	-86.409691	0.0078065693
0.14	-8.3555202	-7.9600911	-86.182243	0.0072111189
0.141	-8.3158598	-7.9363446	-86.355515	0.0084127486
0.142	-8.3063469	-7.9207878	-86.543266	0.011524111
0.143	-8.3667498	-7.9167824	-85.92421	0.00077918172
0.144	-8.347724	-7.935987	-86.483719	0.0066585839
0.145	-8.3531599	-8.0167751	-86.19458	0.0098289549
0.146	-8.3336334	-7.9145293	-86.492302	0.0042982399
0.147	-8.3082418	-7.9790812	-86.182243	0.0074739754
0.148	-8.3398561	-7.9090576	-86.570091	0.0073666871
0.149	-8.3872061	-7.998107	-86.345856	0.0098128617
0.15	-8.3425388	-7.9577308	-86.506248	0.011824518
0.151	-8.3178263	-8.0148087	-86.616226	0.0086434186
0.152	-8.3342772	-7.9471092	-86.352829	0.012902766
0.153	-8.3430748	-7.9599481	-86.260025	0.0092495978
0.154	-8.2760916	-7.9484682	-86.188141	0.0101991
0.155	-8.3421097	-7.9708915	-86.086754	0.0092120469
0.156	-8.2988005	-7.9313736	-85.939232	0.0087024271
0.157	-8.326088	-7.9768639	-86.135033	0.0082142651
0.158	-8.3666067	-7.9265814	-86.315277	0.0096143782
0.159	-8.3911762	-7.9357367	-86.540047	0.012318045
0.16	-8.3524446	-7.9747181	-86.311523	0.011153966
0.161	-8.4093437	-7.9508643	-86.28685	0.012285858
0.162	-8.3408222	-7.9835873	-86.589401	0.013954192
0.163	-8.369504	-7.9189997	-86.138786	0.010097176
0.164	-8.3062391	-8.0206022	-86.268074	0.010252744
0.165	-8.4033356	-7.9447489	-86.108749	0.009367615
0.166	-8.3397131	-7.977901	-86.515373	0.0070716441
0.167	-8.3523378	-7.9079132	-86.442413	0.0094802678
0.168	-8.3133917	-7.9721074	-86.162926	0.0086273253
0.169	-8.3403215	-7.9095583	-86.376968	0.0046683848
0.17	-8.3397493	-7.9479318	-86.189751	0.0039978325
0.171	-8.3764057	-7.9237204	-86.401649	0.0080801547
0.172	-8.3615999	-7.9672794	-86.122162	0.0066263974
0.173	-8.3613501	-7.8936081	-86.483185	0.0049312413
0.174	-8.3719358	-7.9812269	-86.469238	0.0043947995
0.175	-8.3748684	-7.9729657	-86.461731	0.010638982
0.176	-8.3460789	-7.9991441	-86.365166	0.010655075
0.177	-8.2926855	-7.941566	-86.608711	0.010043532
0.178	-8.3616714	-7.9698901	-86.613007	0.0092442334
0.179	-8.291255	-7.8767996	-86.115189	0.0030858815
0.18	-8.3685741	-7.9797606	-86.490692	0.0083376467
0.181	-8.3121042	-7.9379539	-86.186531	0.0099147856
0.182	-8.3559141	-7.9837661	-86.382874	0.0068570673
0.183	-8.3113174	-7.9244356	-86.022385	0.0073935091
0.184	-8.3853827	-7.9598408	-86.45636	0.004915148
0.185	-8.3519802	-7.9712849	-86.476212	0.0078119338
0.186	-8.3696823	-8.0107317	-86.571159	0.013176352
0.187	-8.3211164	-7.9711776	-86.564186	0.0054784119
0.188	-8.3754044	-7.9222541	-86.532539	0.010290295
0.189	-8.3189354	-7.9852324	-86.483185	0.012339503
0.19	-8.3528385	-7.9455714	-86.28685	0.013423115
0.191	-8.2812052	-8.0039721	-86.571159	0.0081981719
0.192	-8.3630667	-7.9718928	-86.209061	0.0079889596
0.193	-8.3126049	-7.9785089	-86.292747	0.0093998015
0.194	-8.325551	-7.9721074	-86.235352	0.0093729794
0.195	-8.3502636	-7.9740028	-86.041161	0.008713156
0.196	-8.3556995	-7.941566	-86.537903	0.0026996434
0.197	-8.3260517	-8.0187063	-86.067444	0.0082196295
0.198	-8.4007244	-7.9056244	-86.40004	0.011298805
0.199	-8.3722935	-7.9804759	-86.638756	0.0046415627
0.2	-8.4171753	-7.9435687	-86.434372	0.0074632466
0.201	-8.3544121	-7.9858046	-86.540047	0.0059343874
0.202	-8.3562717	-8.0108385	-86.624809	0.0073720515
0.203	-8.2878218	-8.0028992	-86.393066	0.0095285475
0.204	-8.3156805	-7.9162459	-86.344246	0.0094749033
0.205	-8.343647	-7.9573731	-86.221405	0.0084449351
0.206	-8.2797031	-7.913671	-86.434372	0.0039763749
0.207	-8.3556633	-7.9416375	-86.391991	0.0060202181
0.208	-8.301733	-7.9391341	-86.442413	0.0085683167
0.209	-8.3256588	-7.9134207	-86.363022	0.0088150799
0.21	-8.3668575	-7.984231	-86.228912	0.011921078
0.211	-8.4147081	-7.9594831	-86.424713	0.0097109377
0.212	-8.3840952	-7.9967837	-86.693474	0.009265691
0.213	-8.3462219	-7.9544048	-86.584038	0.012495071
0.214	-8.3197575	-7.9561572	-86.441345	0.011009127
0.215	-8.3542328	-7.9637032	-86.601738	0.013685971
0.216	-8.3236914	-7.9919558	-86.435982	0.012511164
0.217	-8.3776217	-7.9684596	-86.507858	0.014501363
0.218	-8.3430033	-7.9565148	-86.056717	0.0094534457
0.219	-8.33113	-7.9343061	-86.592621	0.0092603266
0.22	-8.3744392	-7.9808693	-86.366241	0.0021310151
0.221	-8.3224039	-7.9375606	-86.543266	0.0060631335
0.222	-8.3678589	-8.0041866	-86.564728	0.0050385296
0.223	-8.3362799	-7.933269	-86.348541	0.0069750845
0.224	-8.3687887	-7.9769354	-86.474602	0.0048293173
0.225	-8.3730087	-7.8958611	-86.692398	0.009303242
0.226	-8.4263306	-7.9811196	-86.361946	0.0094051659
0.227	-8.3720789	-7.9383831	-86.353905	0.010944754
0.228	-8.3466158	-8.0022202	-86.316887	0.01015082
0.229	-8.3352432	-7.9595189	-86.43544	0.010858923
0.23	-8.3796606	-7.9893808	-86.21067	0.010027438
0.231	-8.2957964	-7.9236846	-86.30294	0.0019969046
0.232	-8.4125977	-7.9343419	-86.439194	0.0088204443
0.233	-8.3441124	-7.9437475	-86.594765	0.0056876242
0.234	-8.3722935	-7.9150658	-86.373749	0.00024810433
0.235	-8.3301649	-7.918642	-86.227303	0.010955483
0.236	-8.421896	-7.9103808	-86.661819	0.0072111189
0.237	-8.3787661	-8.0080853	-86.792709	0.0080747902
0.238	-8.3714705	-7.9838018	-86.292213	0.0067390501
0.239	-8.3423243	-8.0045805	-86.416664	0.0083108246
0.24	-8.3425741	-7.9156022	-86.422028	0.012709647
0.241	-8.3440762	-8.0081205	-86.361946	0.012355596
0.242	-8.3769426	-7.9398851	-86.769646	0.011974722
0.243	-8.3084564	-8.0273256	-86.644653	0.0091262162
0.244	-8.3930712	-7.962666	-86.315277	0.0094534457
0.245	-8.2931499	-7.9161744	-86.578674	0.00563398
0.246	-8.4074841	-7.9242926	-86.427399	0.0068624318
0.247	-8.3850603	-7.9687099	-86.320641	0.010681897
0.248	-8.374403	-7.9354148	-86.647339	0.010869652
0.249	-8.3207235	-8.0350504	-86.523415	0.0072969496
0.25	-8.3956461	-7.8862767	-86.634995	0.010343939
0.251	-8.3828077	-7.9715352	-86.465485	0.0061811507
0.252	-8.4005461	-7.9579096	-86.730484	0.0096197426
0.253	-8.3584175	-7.9748611	-86.603882	0.012661368
0.254	-8.3119974	-7.9338412	-86.174194	0.01038149
0.255	-8.3511934	-7.9990368	-86.272362	0.010113269
0.256	-8.3208303	-7.9102736	-86.256805	0.0040943921
0.257	-8.3613138	-7.9199295	-86.607101	0.0054086745
0.258	-8.2971554	-7.9270463	-86.451538	0.0048024952
0.259	-8.3310232	-7.9477887	-86.613007	0.0061167777
0.26	-8.2796679	-7.9063754	-86.467628	0.0039227307
0.261	-8.3841305	-7.9152446	-86.360878	0.0052531064
0.262	-8.4181414	-7.9047303	-86.547562	0.010231286
0.263	-8.3658562	-7.9942088	-86.357658	0.010697991
0.264	-8.3772287	-8.0055456	-86.305084	0.0098611414
0.265	-8.3519802	-7.9355221	-86.513763	0.013063699
0.266	-8.3567724	-7.9423885	-86.668793	0.010606796
0.267	-8.376442	-7.9948168	-86.327614	0.0097538531
0.268	-8.3005171	-7.9560499	-86.220329	0.013138801
0.269	-8.4087	-7.954977	-86.184921	0.010939389
0.27	-8.2889662	-7.9295139	-86.586182	0.0076885521
0.271	-8.3501558	-7.8845243	-86.527176	0.0074203312
0.272	-8.3503704	-7.9481463	-86.247688	0.0077207386
0.273	-8.3704338	-7.866786	-86.632317	0.01042977
0.274	-8.3234415	-7.9843025	-86.592621	0.0023670495
0.275	-8.3330259	-7.9238276	-86.677376	0.0025816262
0.276	-8.3721857	-7.9645257	-86.607101	0.0069589913
0.277	-8.3698616	-7.9124551	-86.582962	0.00992015
0.278	-8.3483677	-7.9600911	-86.364632	0.011170059
0.279	-8.3418236	-7.9480391	-86.099632	0.008943826
0.28	-8.3601341	-7.9530816	-86.383942	0.013803989
0.281	-8.3452921	-7.952724	-86.610855	0.011475831
0.282	-8.3446846	-7.9242926	-86.581894	0.012607723
0.283	-8.3004103	-7.9409223	-86.612465	0.00992015
0.284	-8.3572369	-7.9446058	-86.218185	0.0066961348
0.285	-8.2736597	-7.8870277	-86.476212	0.01227513
0.286	-8.3739738	-7.9081635	-86.481575	0.0059343874
0.287	-8.3549843	-7.8999381	-86.457436	0.0049473345
0.288	-8.4385614	-7.8988295	-86.291138	0.0090457499
0.289	-8.3487968	-7.9809408	-86.456902	0.0069858134
0.29	-8.41646	-7.9149942	-86.078705	0.011191517
0.291	-8.3224039	-7.9335909	-86.363556	0.012221485
0.292	-8.3699331	-7.9515438	-86.546486	0.012071282
0.293	-8.2973347	-7.9765778	-86.047058	0.011545569
0.294	-8.3597765	-7.9645615	-86.353905	0.009791404
0.295	-8.3421097	-7.9467516	-86.030968	0.011845976
0.296	-8.3398924	-7.916997	-86.355515	0.0081337988
0.297	-8.3999023	-7.9237204	-86.359802	0.010467321
0.298	-8.3515148	-7.8968983	-86.439735	0.013106614
0.299	-8.3516941	-7.976685	-85.851791	0.0091798604
0.3	-8.3581314	-7.921968	-86.52771	0.011175424
0.301	-8.3357439	-8.0126982	-86.219795	0.0081606209
0.302	-8.3382111	-7.9097371	-86.536827	0.010601431
0.303	-8.3870277	-8.0302219	-86.430611	0.01089111
0.304	-8.3824854	-7.9225044	-86.430077	0.010558516
0.305	-8.3685379	-7.9636316	-86.32386	0.011089593
0.306	-8.3080988	-7.9655986	-86.29007	0.010081083
0.307	-8.3556995	-7.9846244	-86.54541	0.0088687241
0.308	-8.330451	-7.8919272	-86.235886	0.010628253
0.309	-8.4113817	-7.9605203	-86.37429	0.0089599192
0.31	-8.3109245	-7.9431038	-85.916168	0.0068892539
0.311	-8.3352785	-7.933126	-86.357658	0.0080265105
0.312	-8.3281975	-7.8941803	-86.587791	0.006942898
0.313	-8.4125624	-7.9400997	-86.216576	0.0046093762
0.314	-8.4141712	-7.9315882	-86.512154	0.0085736811
0.315	-8.3953247	-7.9323392	-86.497665	0.0070501864
0.316	-8.33113	-7.9606633	-86.851181	0.013460666
0.317	-8.4094505	-7.8936439	-86.555603	0.012945682
0.318	-8.2715139	-7.9930286	-86.331909	0.0089491904
0.319	-8.3886013	-7.9568009	-86.420959	0.012200028
0.32	-8.3137493	-7.9368095	-86.535217	0.013487488
0.321	-8.361207	-7.9281907	-86.067444	0.010311753
0.322	-8.3562355	-7.9061966	-86.260025	0.010778457
0.323	-8.3659277	-7.8868489	-86.573311	0.0092978776
0.324	-8.3581667	-7.9650621	-86.233742	0.0063098967
0.325	-8.3407145	-7.9246502	-86.331375	0.0063045323
0.326	-8.3191853	-7.9859118	-86.547562	0.011840612
0.327	-8.3643894	-7.9300861	-86.495522	0.0066156685
0.328	-8.3496914	-7.9711418	-86.737991	0.0087024271
0.329	-8.4019051	-7.9336267	-86.764816	0.0067658722
0.33	-8.3712559	-7.9958181	-86.271294	0.011105686
0.331	-8.3452568	-7.9671364	-86.493378	0.0073559582
0.332	-8.3578806	-7.9629879	-86.410767	0.011508018
0.333	-8.3187208	-7.9638104	-86.394669	0.0059343874
0.334	-8.3469019	-7.9750757	-86.75248	0.0060094893
0.335	-8.3270893	-7.9648833	-86.427399	0.0081177056
0.336	-8.3265171	-7.9900246	-86.273438	0.0045020878
0.337	-8.2825289	-7.9181771	-86.329224	0.0068570673
0.338	-8.3645325	-7.9807262	-86.65699	0.0045020878
0.339	-8.394001	-7.9401355	-86.507858	0.0084342062
0.34	-8.3833799	-7.9089146	-86.270752	0.0041373074
0.341	-8.3730087	-8.0085859	-86.601204	0.012006909
0.342	-8.4055166	-7.9123836	-86.315277	0.011046678
0.343	-8.3136778	-7.9880576	-86.533073	0.013557225
0.344	-8.3549843	-7.9514365	-86.186531	0.0099469721
0.345	-8.2972269	-7.9697113	-86.278801	0.014581829
0.346	-8.3146791	-7.9235058	-86.383942	0.0082947314
0.347	-8.3226185	-7.9480033	-86.5261	0.0095124543
0.348	-8.3147507	-7.916532	-86.317421	0.01047805
0.349	-8.3875284	-7.9650621	-86.488548	0.0090886652
0.35	-8.3495483	-7.9190712	-86.39521	0.0042982399
0.351	-8.3441124	-7.9760413	-86.608711	0.0049634278
0.352	-8.3299141	-7.9226475	-86.643044	0.0057037175
0.353	-8.2986937	-7.9770427	-86.402184	0.0061006844
0.354	-8.3727579	-7.920752	-86.32547	0.0073827803
0.355	-8.3480101	-8.0054026	-86.357658	0.0040568411
0.356	-8.3262663	-7.9698544	-86.288994	0.008418113
0.357	-8.4152441	-7.9454641	-86.379112	0.01430288
0.358	-8.299015	-7.9338412	-86.054031	0.0042714179
0.359	-8.4009037	-7.9713206	-86.488548	0.010123998
0.36	-8.291255	-7.990418	-86.667725	0.0066263974
0.361	-8.3764057	-7.9871278	-86.353905	0.0074578822
0.362	-8.2633953	-7.9550128	-86.324402	0.0052531064
0.363	-8.3479748	-7.8779082	-86.402184	0.007173568
0.364	-8.3448277	-7.9497199	-86.251442	0.004030019
0.365	-8.4267597	-7.9473238	-86.529854	0.0083805621
0.366	-8.3777647	-7.9302292	-86.28524	0.0074632466
0.367	-8.3700762	-7.967351	-86.386086	0.0096197426
0.368	-8.33181	-7.9547982	-86.537903	0.0085254014
0.369	-8.4243994	-7.9283338	-86.564186	0.0073666871
0.37	-8.2698689	-7.9927783	-86.469772	0.015171915
0.371	-8.3647833	-7.9509001	-86.256805	0.013240725
0.372	-8.3461151	-7.9431753	-86.151131	0.010134727
0.373	-8.2846384	-7.9089146	-86.21228	0.0057734549
0.374	-8.3864908	-7.9373817	-86.177948	0.011078864
0.375	-8.3692179	-7.8907471	-86.30616	0.0062723458
0.376	-8.3671436	-7.9918127	-86.407013	0.0062401593
0.377	-8.384202	-7.8722219	-86.764282	0.010301024
0.378	-8.3183985	-8.0027924	-86.559898	0.011266619
0.379	-8.3445768	-7.8838449	-86.778763	0.010343939
0.38	-8.3492622	-8.0412016	-86.490158	0.0052316487
0.381	-8.351408	-7.97293	-86.670937	0.010483414
0.382	-8.3643894	-8.0300789	-86.536293	0.0089652836
0.383	-8.3738308	-7.957695	-86.43866	0.0076563656
0.384	-8.3555202	-7.9483967	-86.565262	0.011620671
0.385	-8.3399992	-7.950006	-86.214966	0.0060577691
0.386	-8.3929996	-7.9937081	-86.3759	0.0061275065
0.387	-8.3284121	-7.913528	-86.205841	0.004555732
0.388	-8.3132133	-7.9408507	-86.403793	0.0068409741
0.389	-8.358882	-7.8692894	-86.51162	0.0087668002
0.39	-8.3742247	-7.9357367	-86.476212	0.0074203312
0.391	-8.3890657	-7.9480391	-86.309914	0.011089593
0.392	-8.4209661	-7.9369168	-86.462265	0.0098879635
0.393	-8.295475	-7.9964261	-86.575455	0.0071252882
0.394	-8.4159594	-7.8772287	-86.373749	0.015171915
0.395	-8.3256941	-7.97082	-86.647339	0.0071521103
0.396	-8.3414297	-7.9619508	-86.297577	0.0072593987
0.397	-8.3489761	-7.9551916	-86.240715	0.006519109
0.398	-8.3068113	-7.9135637	-86.223007	0.0067336857
0.399	-8.3378534	-7.9324465	-86.276657	0.0034292042
0.4	-8.4010105	-7.9266529	-86.667725	0.0092120469
0.401	-8.3786592	-7.9426031	-86.381264	0.010451227
0.402	-8.3451853	-7.9483967	-86.538437	0.0064386427
0.403	-8.3425388	-7.9896669	-86.552383	0.0079889596
0.404	-8.3393555	-7.9297285	-86.599594	0.011459738
0.405	-8.3727579	-7.9694967	-86.484795	0.0065030158
0.406	-8.4221106	-7.9393845	-86.361412	0.007532984
0.407	-8.3749399	-7.9823713	-86.677376	0.0093890727
0.408	-8.3528023	-7.9979639	-86.78949	0.0099308789
0.409	-8.4157095	-7.9566221	-86.401649	0.011910349
0.41	-8.2987652	-7.9499345	-86.539513	0.010258108
0.411	-8.4176044	-7.9750757	-86.034721	0.0098128617
0.412	-8.3167534	-7.9663138	-86.39843	0.004491359
0.413	-8.3632097	-7.935379	-86.488548	0.0066746771
0.414	-8.3212957	-7.9389553	-86.584572	0.0099469721
0.415	-8.3745823	-7.8982215	-86.584038	0.0080801547
0.416	-8.3706484	-7.9305511	-86.43544	0.0069858134
0.417	-8.4071617	-7.92769	-86.681671	0.011545569
0.418	-8.3816633	-8.0547915	-86.397888	0.0097216666
0.419	-8.3722935	-7.9005818	-86.606567	0.0058968365
0.42	-8.3896742	-7.9978209	-86.418274	0.012232214
0.421	-8.3766565	-7.9736094	-86.540047	0.0085200369
0.422	-8.304594	-7.9484682	-86.573845	0.010681897
0.423	-8.3595257	-7.9344134	-86.211212	0.0061114132
0.424	-8.2930431	-7.9358439	-86.204239	0.010097176
0.425	-8.3405361	-7.8859191	-86.385551	0.0061382353
0.426	-8.3587751	-8.0116253	-86.326004	0.0059773028
0.427	-8.349906	-7.8584175	-86.460121	0.011738688
0.428	-8.3160381	-8.0003242	-86.308304	0.0069482625
0.429	-8.3379965	-7.9390268	-86.579208	0.011593848
0.43	-8.3178978	-7.9622011	-86.483185	0.012908131
0.431	-8.4012251	-7.9191427	-86.539513	0.013809353
0.432	-8.3853827	-7.9770427	-86.552925	0.0091530383
0.433	-8.3353863	-7.928441	-86.466019	0.014549643
0.434	-8.416317	-7.9505067	-86.272362	0.0034292042
0.435	-8.2734451	-7.9604487	-86.43705	0.0015355647
0.436	-8.390461	-7.9459291	-86.483719	0.0036330521
0.437	-8.2691889	-7.9491119	-86.170441	0.0101991
0.438	-8.398901	-7.9349499	-86.3759	0.0078333914
0.439	-8.324729	-7.9292636	-86.467094	0.0050546229
0.44	-8.3677158	-7.9383473	-86.371605	0.01066044
0.441	-8.3858471	-7.8601699	-86.500885	0.0092281401
0.442	-8.4231834	-7.9774003	-86.398964	0.0057949126
0.443	-8.3825932	-7.9620581	-86.585648	0.0068409741
0.444	-8.393322	-7.9451065	-86.270752	0.0072647631
0.445	-8.3266602	-7.9573731	-86.790565	0.0056178868
0.446	-8.4466801	-7.9885583	-86.391991	0.011239797
0.447	-8.3023052	-7.9562645	-86.497131	0.014115125
0.448	-8.3686457	-7.9331617	-86.560966	0.0075490773
0.449	-8.3510504	-7.9756837	-86.352829	0.0050224364
