Data info
File name: C:\TP_RESA_PERCAGE\TP11\Alu2017-T4-Vc52-f0.0625BC-DRY.dxd
Start time: 05/12/2017 11:31:56,738
Number of channels: 4
Sample rate: 1000
Store type: Toujours rapide


Data1

Time [s]	Fx [N]	Fy [N]	Fz [N]	Mz [Nm]
0.101	-8.1273899	-7.9818707	-53.034966	0.060361773
0.102	-8.1299286	-8.0123768	-53.133671	0.059439093
0.103	-8.16115	-7.9364519	-52.895493	0.063054711
0.104	-8.1372242	-7.953475	-52.897099	0.061000139
0.105	-8.1997738	-7.92558	-53.010288	0.06135419
0.106	-8.154355	-8.109437	-52.913193	0.061917454
0.107	-8.1582174	-7.9795818	-53.16264	0.063628703
0.108	-8.0854397	-8.0408077	-53.020481	0.063113719
0.109	-8.1752405	-7.962523	-53.303188	0.061187893
0.11	-8.1495266	-7.9522591	-53.055885	0.058977753
0.111	-8.0991373	-7.9972844	-53.345566	0.060839206
0.112	-8.0442057	-7.977293	-53.238277	0.062008649
0.113	-8.1308231	-7.9302292	-53.306942	0.062925965
0.114	-8.1937294	-8.0206738	-53.501671	0.061386377
0.115	-8.1548195	-8.0370169	-53.411011	0.061279088
0.116	-8.1740599	-7.972322	-53.303188	0.062577277
0.117	-8.1465225	-7.9851251	-53.265099	0.062416345
0.118	-8.1379042	-7.9560857	-53.090755	0.062282234
0.119	-8.1730585	-7.9883795	-53.154591	0.059262067
0.12	-8.0480318	-8.0370169	-53.813881	0.05950883
0.121	-8.0871563	-7.9999666	-52.951283	0.061053783
0.122	-8.0895529	-7.9258661	-53.207699	0.059283525
0.123	-8.1372957	-7.9852324	-52.762989	0.056713969
0.124	-8.1094723	-8.0268965	-53.34771	0.059208423
0.125	-8.0947027	-7.9629164	-53.125088	0.060195476
0.126	-8.1896172	-7.9315882	-53.368633	0.059471279
0.127	-8.1185923	-8.0454216	-53.24847	0.062212497
0.128	-8.1662283	-8.007513	-53.593403	0.064132959
0.129	-8.0712061	-8.0348358	-53.059643	0.064363629
0.13	-8.1071119	-7.9889159	-53.008678	0.062679201
0.131	-8.1159811	-7.956193	-53.228622	0.062319785
0.132	-8.1373672	-7.9575877	-53.007072	0.060184747
0.133	-8.0604057	-8.0091934	-53.149227	0.061515123
0.134	-8.0874071	-7.9566579	-53.047302	0.057969242
0.135	-8.1743822	-7.9426031	-52.997414	0.061777979
0.136	-8.1670866	-8.0105171	-53.250614	0.061708242
0.137	-8.1105814	-8.028863	-53.235058	0.064964443
0.138	-8.1494913	-8.0163822	-53.025845	0.06020084
0.139	-8.101676	-8.0063324	-53.13689	0.062469989
0.14	-8.1735954	-7.9152446	-52.99366	0.059321076
0.141	-8.0759983	-8.0055103	-52.913193	0.062319785
0.142	-8.1215248	-8.0206375	-53.120796	0.060399324
0.143	-8.0638037	-7.9128842	-52.774792	0.060222298
0.144	-8.1604347	-7.9832296	-53.024239	0.058232099
0.145	-8.1284628	-8.0084782	-53.178196	0.059015304
0.146	-8.0957756	-8.0057964	-52.893883	0.063542873
0.147	-8.1453428	-7.9141717	-53.10363	0.061949641
0.148	-8.1641178	-7.996748	-52.902466	0.062850863
0.149	-8.182786	-7.9563718	-52.984005	0.060608536
0.15	-8.1009607	-8.0467443	-52.966301	0.062469989
0.151	-8.1353292	-8.0197077	-53.116505	0.061016232
0.152	-8.0824718	-7.9249005	-52.919632	0.062078387
0.153	-8.1426601	-8.0135565	-53.039795	0.062217861
0.154	-8.0881224	-8.0327969	-53.047302	0.060254484
0.155	-8.1655483	-8.0015402	-52.721684	0.06356433
0.156	-8.1161957	-7.9133134	-52.985615	0.063494593
0.157	-8.1680517	-7.9407077	-52.86116	0.060748011
0.158	-8.1749897	-8.0647688	-53.048378	0.062400252
0.159	-8.1512432	-7.9226832	-52.831654	0.062947422
0.16	-8.0766783	-7.9934578	-53.367561	0.062250048
0.161	-8.2134705	-8.035408	-53.174442	0.06112352
0.162	-8.1941948	-7.8932147	-53.061787	0.062056929
0.163	-8.1479177	-8.0624084	-52.917484	0.059385449
0.164	-8.1243858	-8.0340843	-53.07198	0.061139613
0.165	-8.145915	-7.8752975	-52.810734	0.063929111
0.166	-8.0931644	-7.9708915	-53.0811	0.05914405
0.167	-8.1925497	-8.0296144	-53.282803	0.059814602
0.168	-8.1196651	-7.9458933	-52.976494	0.059959441
0.169	-8.1264601	-7.940815	-53.165859	0.062389523
0.17	-8.3155375	-7.9730372	-52.958256	0.062850863
0.171	-8.1379395	-7.9353075	-53.603596	0.062925965
0.172	-8.1852894	-7.9899173	-53.105778	0.061772615
0.173	-8.0622654	-8.0383043	-53.116505	0.059154779
0.174	-8.1625805	-7.904623	-53.176048	0.062126666
0.175	-8.1564293	-8.0124483	-53.205017	0.060839206
0.176	-8.1191282	-7.9588752	-53.111141	0.060839206
0.177	-8.1670866	-7.9832296	-52.99044	0.058543235
0.178	-8.1332188	-7.9478245	-53.253834	0.059846789
0.179	-8.183609	-7.9099874	-53.289776	0.061016232
0.18	-8.2096796	-8.0518942	-53.083782	0.063634068
0.181	-8.104394	-7.9997163	-53.001705	0.062469989
0.182	-8.1949453	-7.9491119	-53.324646	0.060748011
0.183	-8.1313238	-8.0116968	-53.216282	0.061064512
0.184	-8.2087498	-8.0147371	-53.108459	0.062357336
0.185	-8.1474524	-8.0082283	-52.93787	0.06158486
0.186	-8.0862265	-7.964776	-53.172832	0.059101135
0.187	-8.0802183	-7.9900961	-52.986687	0.058623701
0.188	-8.1663713	-7.9830508	-53.174442	0.060726553
0.189	-8.2113247	-7.9319458	-53.139572	0.060184747
0.19	-8.0615864	-8.0397348	-53.08432	0.062132031
0.191	-8.22892	-7.8861694	-52.930897	0.0626041
0.192	-8.1844311	-8.0305443	-53.150837	0.060072094
0.193	-8.1951962	-7.957552	-53.053741	0.062089115
0.194	-8.1555347	-8.0243931	-53.21843	0.06181553
0.195	-8.0965261	-8.0235701	-52.887444	0.061509758
0.196	-8.1512432	-7.9120259	-53.046768	0.061702877
0.197	-8.1536398	-7.9656343	-52.810196	0.061338097
0.198	-8.0737095	-8.0077276	-53.185169	0.061686784
0.199	-8.2007389	-7.9900246	-52.965229	0.059208423
0.2	-8.171092	-7.914887	-53.223793	0.058559328
0.201	-8.1680164	-7.9384546	-53.170685	0.061563402
0.202	-8.1523161	-8.0491762	-53.370243	0.062164217
0.203	-8.1592541	-7.9254012	-53.154591	0.060533434
0.204	-8.0467091	-7.9665999	-52.928215	0.06094113
0.205	-8.1933718	-8.0679874	-53.19429	0.061134249
0.206	-8.1380825	-7.9238276	-53.188389	0.063848644
0.207	-8.1111174	-8.1067905	-53.019409	0.06135419
0.208	-8.1448059	-7.9829793	-52.828434	0.060216933
0.209	-8.1508141	-7.917891	-53.208237	0.062378794
0.21	-8.1532459	-8.0302219	-53.104168	0.059937984
0.211	-8.16115	-7.9256873	-52.944843	0.058376938
0.212	-8.1063967	-7.9547625	-53.5242	0.062566549
0.213	-8.1473455	-7.9979997	-53.404575	0.064937621
0.214	-8.2781296	-7.9855542	-53.283875	0.061327368
0.215	-8.1049662	-7.9717855	-53.378288	0.061139613
0.216	-8.2174406	-7.9900961	-52.881008	0.060908943
0.217	-8.0841169	-8.0071554	-53.063396	0.061761886
0.218	-8.1463079	-7.9431038	-52.983467	0.059600025
0.219	-8.1406221	-7.9972486	-53.020481	0.061670691
0.22	-8.1292849	-8.0073338	-53.169075	0.060930401
0.221	-8.1215601	-7.9174619	-52.787666	0.064009577
0.222	-8.1896524	-8.0033646	-53.066616	0.061434656
0.223	-8.1541758	-7.9761128	-52.944305	0.060656816
0.224	-8.2249861	-8.0099087	-53.235058	0.062593371
0.225	-8.0376253	-7.9835515	-53.575699	0.061477572
0.226	-8.1994162	-7.952724	-52.945915	0.061649233
0.227	-8.1628304	-8.0265026	-53.373997	0.059444457
0.228	-8.15693	-7.9579453	-53.332153	0.059691221
0.229	-8.1334333	-7.9843025	-52.9604	0.061091334
0.23	-8.1542473	-8.0440264	-53.249004	0.060731918
0.231	-8.1614361	-7.8763704	-52.986687	0.061348826
0.232	-8.1321459	-8.0040798	-53.059643	0.05927816
0.233	-8.1086855	-7.9893451	-53.097195	0.062255412
0.234	-8.1420879	-7.9479318	-53.054279	0.063054711
0.235	-8.1589327	-7.9727869	-53.164249	0.061724335
0.236	-8.1898317	-7.9900246	-53.58643	0.062357336
0.237	-8.2284555	-8.0246429	-53.244713	0.063301474
0.238	-8.0796461	-8.0028276	-53.059643	0.060093552
0.239	-8.1650839	-8.013628	-53.041939	0.062781125
0.24	-8.1636534	-7.9381328	-53.431934	0.061150342
0.241	-8.0888376	-7.9944234	-52.978638	0.065012723
0.242	-8.0885153	-8.0818996	-53.156738	0.060715824
0.243	-8.1597195	-7.9122763	-53.323036	0.061847717
0.244	-8.1553917	-7.9676013	-52.905682	0.062357336
0.245	-8.1958399	-8.0070477	-53.186241	0.064288527
0.246	-8.2028131	-7.9665642	-53.323036	0.064175874
0.247	-8.1363659	-8.0030785	-53.367561	0.064358264
0.248	-8.10958	-7.9897385	-53.416374	0.061445385
0.249	-8.1924419	-7.9881291	-53.130451	0.060452968
0.25	-8.0854044	-7.9546552	-53.114895	0.064744502
0.251	-8.1877575	-8.0713854	-52.893345	0.059546381
0.252	-8.1111536	-7.9297285	-53.018337	0.06047979
0.253	-8.150671	-7.9414945	-53.228622	0.061831623
0.254	-8.152173	-8.0344782	-52.868668	0.058645159
0.255	-8.1058245	-7.9527597	-53.047302	0.064411908
0.256	-8.1802826	-7.9478245	-52.890125	0.062019378
0.257	-8.2133636	-7.9849463	-53.095047	0.064605027
0.258	-8.2559566	-7.9395633	-53.222721	0.061531216
0.259	-8.1190567	-7.9840164	-53.230766	0.06614998
0.26	-8.1456289	-8.0117683	-53.137424	0.063778907
0.261	-8.1267099	-7.959805	-53.019409	0.063188821
0.262	-8.1424103	-7.9773288	-53.07198	0.06218031
0.263	-8.1421595	-8.0159883	-53.166931	0.059959441
0.264	-8.1323605	-7.9638104	-53.178196	0.061107427
0.265	-8.1279259	-7.9460363	-53.162102	0.062990338
0.266	-8.1884365	-8.0103741	-53.009754	0.060286671
0.267	-8.1400499	-7.9726081	-52.99205	0.060410053
0.268	-8.1896524	-8.0042229	-52.907291	0.059331805
0.269	-8.0886946	-7.9966407	-53.10363	0.062427074
0.27	-8.1949453	-7.996748	-53.125088	0.061558038
0.271	-8.1293926	-7.9741459	-53.097195	0.061225444
0.272	-8.1341848	-8.0420237	-53.475384	0.06158486
0.273	-8.1162319	-7.9840164	-53.250614	0.061777979
0.274	-8.1301432	-7.9613428	-53.330009	0.059583932
0.275	-8.1766348	-7.936595	-53.104168	0.058677346
0.276	-8.1095085	-8.0257874	-53.052132	0.062019378
0.277	-8.107398	-7.970212	-52.984005	0.059621483
0.278	-8.1618652	-7.9276185	-53.218964	0.062169582
0.279	-8.2105026	-7.9581599	-52.970592	0.06264165
0.28	-8.2042799	-7.9579453	-53.510788	0.063296109
0.281	-8.1763849	-8.0285416	-53.172295	0.06163314
0.282	-8.1120472	-7.9332333	-53.266708	0.061193258
0.283	-8.0929861	-7.9740386	-53.120796	0.063494593
0.284	-8.1636534	-7.9508643	-53.045696	0.058537871
0.285	-8.0972414	-7.9914551	-53.003315	0.063473135
0.286	-8.0774651	-7.9525094	-53.25008	0.059331805
0.287	-8.1910477	-7.9473596	-52.960938	0.059760958
0.288	-8.204566	-7.9318743	-53.259197	0.059846789
0.289	-8.1440907	-7.9706054	-53.108459	0.062925965
0.29	-8.124815	-7.9854469	-53.276901	0.061949641
0.291	-8.1277828	-8.0050812	-53.227547	0.061595589
0.292	-8.1049662	-7.9362373	-53.262417	0.059578568
0.293	-8.1979856	-8.019887	-53.052132	0.061461478
0.294	-8.1119757	-7.9813342	-53.05106	0.060876757
0.295	-8.1054316	-8.0270395	-53.082172	0.05950883
0.296	-8.1522093	-7.9101305	-53.048912	0.05873099
0.297	-8.1154089	-7.9959612	-53.318207	0.061209351
0.298	-8.1385117	-8.0063324	-53.092903	0.061842352
0.299	-8.1101522	-7.9360228	-53.160492	0.062115937
0.3	-8.1804256	-7.9580884	-53.160492	0.064036399
0.301	-8.1457357	-7.9973917	-53.030674	0.062673837
0.302	-8.2278833	-7.98981	-53.275291	0.061225444
0.303	-8.1355791	-7.9964261	-53.090755	0.05992189
0.304	-8.1462727	-7.9959254	-53.372387	0.060823113
0.305	-8.1329327	-7.9362373	-53.337521	0.061032325
0.306	-8.1279259	-7.9835515	-52.783375	0.059948713
0.307	-8.1049662	-8.0181341	-53.003315	0.061118156
0.308	-8.0907326	-7.9879503	-53.140644	0.062673837
0.309	-8.1894741	-7.9315882	-53.329472	0.061230808
0.31	-8.1601124	-8.0251083	-53.034966	0.062132031
0.311	-8.1602554	-7.9775434	-53.209309	0.063698441
0.312	-8.1576452	-8.0252151	-53.111141	0.060860664
0.313	-8.1379395	-7.980619	-53.441589	0.062571913
0.314	-8.1434469	-8.0016117	-53.160492	0.063065439
0.315	-8.148633	-7.9725008	-53.140644	0.063848644
0.316	-8.1398354	-8.0351572	-53.087536	0.062818676
0.317	-8.1212025	-7.9366665	-52.988297	0.060925037
0.318	-8.1493835	-7.9309087	-53.289776	0.05845204
0.319	-8.1733446	-7.9900246	-52.888515	0.061579496
0.32	-8.0788956	-7.9900603	-53.143864	0.061295182
0.321	-8.129035	-7.9391699	-53.013508	0.061381012
0.322	-8.151351	-7.9750757	-53.43837	0.062620193
0.323	-8.1868992	-8.0120544	-53.191608	0.061745793
0.324	-8.1885796	-7.9559426	-53.441051	0.063848644
0.325	-8.0923777	-8.038126	-53.242031	0.060495883
0.326	-8.1336479	-7.9376321	-53.36005	0.059337169
0.327	-8.133934	-7.9642396	-53.091827	0.060576349
0.328	-8.1186991	-7.9463582	-53.101486	0.061472207
0.329	-8.0902681	-7.9961758	-53.1562	0.061107427
0.33	-8.1228123	-7.9142432	-53.253834	0.061718971
0.331	-8.1577168	-7.9274755	-53.367561	0.057813674
0.332	-8.1460581	-7.9971414	-53.420666	0.061225444
0.333	-8.1648693	-8.0071907	-53.467339	0.062427074
0.334	-8.1077204	-7.9349141	-53.287094	0.062223226
0.335	-8.0995302	-8.0266819	-53.078953	0.062073022
0.336	-8.1584673	-7.9549055	-52.883152	0.060131103
0.337	-8.1622581	-8.0447063	-53.061253	0.060485154
0.338	-8.1068621	-7.9231482	-53.486115	0.062073022
0.339	-8.142374	-7.9789739	-53.404037	0.060163289
0.34	-8.1919413	-7.9344134	-53.227547	0.060501248
0.341	-8.129035	-7.9599481	-53.096119	0.061772615
0.342	-8.1345425	-8.0189924	-53.074127	0.062389523
0.343	-8.1168394	-7.9035501	-53.165859	0.061531216
0.344	-8.203064	-7.9706769	-53.006535	0.061810166
0.345	-8.1654415	-8.0312595	-53.04945	0.060259849
0.346	-8.219121	-8.021246	-53.269928	0.062502176
0.347	-8.1634026	-7.9623442	-53.501671	0.061407834
0.348	-8.134757	-7.9930286	-53.388481	0.059937984
0.349	-8.1842165	-7.9887371	-52.900318	0.063280016
0.35	-8.0462084	-7.9574447	-53.000633	0.061987191
0.351	-8.1113319	-8.0105886	-53.139034	0.059755594
0.352	-8.1459866	-7.9324465	-53.220573	0.061069876
0.353	-8.2005606	-7.9444628	-53.185169	0.060624629
0.354	-8.1433754	-8.0072985	-53.220039	0.063226372
0.355	-8.1935148	-7.9463582	-52.97274	0.062292963
0.356	-8.1808548	-7.9732518	-52.132671	0.06071046
0.357	-8.1615076	-7.8356366	-51.565651	0.062378794
0.358	-8.1467733	-7.8197937	-51.464264	0.06043151
0.359	-8.1952677	-7.7902894	-50.684814	0.061316639
0.36	-8.202384	-7.7935796	-50.944988	0.058521777
0.361	-8.3186493	-7.7017765	-50.264244	0.062319785
0.362	-8.4124546	-7.7442627	-50.266388	0.061654598
0.363	-8.4575157	-7.6974134	-49.505714	0.061922818
0.364	-8.4667072	-7.6607566	-48.628632	0.059567839
0.365	-8.5968838	-7.5849752	-48.561577	0.060222298
0.366	-8.7099295	-7.6448779	-47.688251	0.06191209
0.367	-8.7113962	-7.6414089	-46.594444	0.060292035
0.368	-8.5972767	-7.5655203	-45.708778	0.061493665
0.369	-8.462451	-7.5935225	-44.670227	0.061826259
0.37	-8.4164248	-7.5518589	-43.745403	0.059406906
0.371	-8.4253292	-7.540987	-42.573814	0.061777979
0.372	-8.439599	-7.597671	-41.907017	0.061794072
0.373	-8.275877	-7.5266461	-41.033154	0.061386377
0.374	-8.0223904	-7.5340133	-40.354553	0.06301716
0.375	-7.9550843	-7.7164392	-39.883022	0.062303692
0.376	-8.1055031	-7.7221613	-38.696949	0.063913018
0.377	-8.0413799	-7.6333981	-37.511948	0.064422637
0.378	-8.0157385	-7.6119046	-37.200813	0.062647015
0.379	-8.038662	-7.5818996	-35.729889	0.063054711
0.38	-8.3969698	-7.2935443	-35.133904	0.062518269
0.381	-8.3422165	-7.5218182	-34.186008	0.061718971
0.382	-8.3692179	-7.6211314	-32.761219	0.062448531
0.383	-8.4439259	-7.6800685	-31.966213	0.060463697
0.384	-8.3617077	-7.6429825	-31.124001	0.063596517
0.385	-8.3594542	-7.6497059	-30.842369	0.066970736
0.386	-8.3448992	-7.4187498	-29.90896	0.063510686
0.387	-8.4021912	-7.3462944	-29.185837	0.066868812
0.388	-8.5189924	-7.4701052	-28.541569	0.063757449
0.389	-8.7200861	-7.4055533	-29.281858	0.066343099
0.39	-8.8841305	-7.3536258	-28.890793	0.067271143
0.391	-9.0772495	-7.3455791	-28.809254	0.063440949
0.392	-9.1117964	-7.5738888	-27.823811	0.066616684
0.393	-9.0084772	-7.5502853	-26.624327	0.068424493
0.394	-9.3108873	-7.3870282	-27.218704	0.068086535
0.395	-9.2942581	-7.3100309	-26.414577	0.067394525
0.396	-9.2378597	-7.4235063	-26.527767	0.069207698
0.397	-8.8489037	-7.6279979	-25.701111	0.066799074
0.398	-8.5153799	-7.7072124	-25.687162	0.069379359
0.399	-9.029542	-7.5264673	-24.318699	0.070672184
0.4	-9.2527018	-7.4969273	-23.856287	0.070817024
0.401	-9.1933355	-7.4056964	-22.747461	0.071374923
0.402	-8.9667778	-7.3864202	-22.328501	0.073536783
0.403	-8.9860544	-7.2976928	-20.2117	0.069384724
0.404	-9.4224672	-7.3340993	-18.988077	0.06933108
0.405	-9.6254568	-7.5123053	-17.331545	0.07205084
0.406	-9.6649752	-7.7922921	-18.142109	0.071718246
0.407	-9.4444256	-7.7931147	-16.347174	0.076149255
0.408	-8.580862	-7.9355221	-15.884225	0.075076371
0.409	-9.6585732	-7.6505642	-16.792957	0.076208264
0.41	-10.26815	-7.7341061	-17.305796	0.074550658
0.411	-10.852872	-7.9358797	-16.125624	0.078928024
0.412	-11.043237	-8.059083	-14.912192	0.08103624
0.413	-11.466633	-8.0530033	-14.678304	0.078343302
0.414	-11.855875	-7.9087	-15.154128	0.07282868
0.415	-11.055647	-8.2724438	-14.157955	0.071981102
0.416	-10.173843	-8.3553057	-15.133743	0.07500127
0.417	-9.7876053	-8.3229408	-14.757161	0.071364194
0.418	-10.329698	-8.1276045	-13.971273	0.078477412
0.419	-10.464059	-8.1327896	-13.486867	0.076063424
0.42	-10.121701	-8.376442	-13.309304	0.075430423
0.421	-10.331915	-8.5033998	-12.576525	0.076245815
0.422	-10.57267	-8.4061251	-11.453216	0.078750998
0.423	-10.435985	-8.3404646	-10.413591	0.07951811
0.424	-10.338317	-8.2495193	-9.4839382	0.078101903
0.425	-10.084866	-8.071743	-8.2715797	0.08273676
0.426	-9.8376732	-7.9480033	-7.1117921	0.077817589
0.427	-9.8177891	-7.8481894	-6.5158052	0.07891193
0.428	-10.203777	-7.9058032	-6.2942548	0.081095248
0.429	-9.8992567	-8.1819277	-6.7909999	0.081572682
0.43	-10.118161	-8.3191853	-6.2250538	0.079582483
0.431	-10.219227	-8.3687887	-5.9343023	0.084238797
0.432	-10.007225	-8.3927498	-6.5892978	0.083021075
0.433	-9.7230539	-8.4843378	-7.4824734	0.084260255
0.434	-9.6252422	-8.552824	-6.3945694	0.082827955
0.435	-9.5985279	-8.5417013	-4.7348185	0.082345158
0.436	-9.8474722	-8.5578308	-4.4682069	0.082270056
0.437	-10.010193	-8.4433537	-3.7450836	0.08389011
0.438	-9.7379313	-8.3439693	-2.4544046	0.082270056
0.439	-9.9890928	-8.3795176	-1.255457	0.084877163
0.44	-9.8704681	-8.3876352	-0.51248521	0.083949119
0.441	-9.2666492	-8.3496552	-1.6695901	0.083176643
0.442	-10.578678	-8.3045588	-1.7945811	0.086186081
0.443	-10.188042	-8.4513292	-1.9233271	0.084962994
0.444	-9.6351128	-8.5479603	-2.4699614	0.084523112
0.445	-10.044776	-8.6840019	-3.2483385	0.08610025
0.446	-9.9266157	-8.8945017	-1.6996309	0.083723813
0.447	-10.019241	-8.8712196	0.041659188	0.084957629
0.448	-9.5160589	-9.0761404	-0.85044354	0.083745271
0.449	-9.2379675	-8.9926348	-2.9050157	0.085440427
0.45	-8.9683161	-8.8270884	-3.1914756	0.084732324
0.451	-9.0086565	-8.9291201	-2.1786735	0.083916932
0.452	-10.014699	-9.0286837	0.51104575	0.08753255
0.453	-9.6703033	-9.0715628	1.2019829	0.089168698
0.454	-9.5201359	-8.9863043	2.3692801	0.089737326
0.455	-9.4754324	-9.1979132	1.6010956	0.085284859
0.456	-9.5528231	-9.0556488	0.52499324	0.092467815
0.457	-8.6350069	-9.1000299	1.0056452	0.090767294
0.458	-8.781992	-8.8704329	2.6203349	0.085526258
