Data info
File name: C:\TP_RESA_PERCAGE\TP11\Alu2017-T4-Vc44-f0.0625BC-DRY.dxd
Start time: 05/12/2017 11:23:24,955
Number of channels: 4
Sample rate: 1000
Store type: Toujours rapide


Data1

Time [s]	Fx [N]	Fy [N]	Fz [N]	Mz [Nm]
0.112	-8.1697683	-8.177887	-75.428726	0.0136967
0.113	-8.2051735	-8.16115	-75.650276	0.013079792
0.114	-8.0954533	-8.1479177	-75.218979	0.011261255
0.115	-8.1956253	-8.1430178	-75.533875	0.0090189278
0.116	-8.1558924	-8.1120119	-75.016739	0.011137873
0.117	-8.1467733	-8.1545334	-75.438919	0.010885745
0.118	-8.1643324	-8.1346855	-75.739326	0.011770874
0.119	-8.1728802	-8.0818996	-75.336464	0.012318045
0.12	-8.1737022	-8.1400852	-75.921181	0.014211684
0.121	-8.2509861	-8.1179123	-75.551575	0.01438871
0.122	-8.2238779	-8.1520662	-75.560158	0.011132509
0.123	-8.1957684	-8.2013474	-75.645454	0.016260892
0.124	-8.2113247	-8.0861912	-75.556938	0.012371689
0.125	-8.212183	-8.1586819	-75.542992	0.015306026
0.126	-8.229743	-8.120738	-75.442139	0.012301952
0.127	-8.1987362	-8.1956968	-75.676025	0.018299371
0.128	-8.1592541	-8.1354723	-75.339142	0.012393147
0.129	-8.1323967	-8.14849	-75.533875	0.012414604
0.13	-8.1643324	-8.0825071	-75.046249	0.012902766
0.131	-8.177207	-8.069418	-75.440529	0.015247017
0.132	-8.1419096	-8.1507072	-75.309639	0.01508072
0.133	-8.2306013	-8.0727081	-75.645988	0.014608651
0.134	-8.1762772	-8.1376181	-75.845009	0.012355596
0.135	-8.2110748	-8.1405859	-75.711433	0.013616234
0.136	-8.1797104	-8.0776434	-75.515099	0.012548715
0.137	-8.1688385	-8.1338272	-75.737183	0.010252744
0.138	-8.1720572	-8.1734161	-75.820328	0.010697991
0.139	-8.17803	-8.1641893	-75.681396	0.010520965
0.14	-8.1583605	-8.1349354	-75.633652	0.010912567
0.141	-8.2151871	-8.1090431	-75.509735	0.012146384
0.142	-8.184288	-8.1224184	-75.471107	0.014517456
0.143	-8.1511364	-8.1665144	-75.404587	0.013433844
0.144	-8.1110106	-8.0945597	-75.396004	0.011760145
0.145	-8.187006	-8.1247435	-75.59288	0.014780313
0.146	-8.1853609	-8.0943804	-75.693192	0.012945682
0.147	-8.2226973	-8.1117973	-75.795654	0.012747198
0.148	-8.1830006	-8.131753	-75.342896	0.01268819
0.149	-8.1927996	-8.1846104	-75.477547	0.015096813
0.15	-8.2434759	-8.1145153	-75.526901	0.012098104
0.151	-8.1911907	-8.104537	-75.621315	0.015027076
0.152	-8.1990938	-8.1638317	-76.155067	0.014050752
0.153	-8.2249146	-8.187006	-75.639015	0.011545569
0.154	-8.1690531	-8.1443768	-75.258675	0.015010983
0.155	-8.1606846	-8.1322174	-75.640083	0.013224632
0.156	-8.1686954	-8.0564003	-75.868614	0.0099362433
0.157	-8.199666	-8.0921631	-75.422295	0.014962703
0.158	-8.2054243	-8.1301794	-75.511337	0.017312318
0.159	-8.2187281	-8.1054316	-75.452332	0.013820082
0.16	-8.1905823	-8.1872921	-75.598244	0.01503244
0.161	-8.2214813	-8.0607996	-75.63311	0.015295297
0.162	-8.1921921	-8.1836805	-75.760788	0.013895184
0.163	-8.2036362	-8.1223831	-75.77581	0.015397221
0.164	-8.1835012	-8.1676226	-75.701775	0.013981014
0.165	-8.1529245	-8.1320391	-75.598244	0.013932735
0.166	-8.1636534	-8.0961685	-75.602539	0.016389638
0.167	-8.1623297	-8.1132278	-75.6315	0.012511164
0.168	-8.2034216	-8.0830078	-75.284424	0.013932735
0.169	-8.1284981	-8.1289988	-75.587517	0.01582101
0.17	-8.1526384	-8.1537828	-75.523682	0.015112907
0.171	-8.1973057	-8.094202	-75.269409	0.012570173
0.172	-8.1943731	-8.1710558	-75.669052	0.013117343
0.173	-8.1986647	-8.0939159	-75.682465	0.011878163
0.174	-8.1840382	-8.17313	-75.829453	0.015005618
0.175	-8.1948023	-8.1286774	-75.769371	0.014463812
0.176	-8.2443695	-8.168231	-75.323586	0.012253672
0.177	-8.1727724	-8.1708059	-75.548355	0.013600141
0.178	-8.2180843	-8.1610422	-75.423363	0.015563518
0.179	-8.1739531	-8.1739883	-75.397614	0.012715012
0.18	-8.1902246	-8.1496344	-76.041344	0.013519675
0.181	-8.1856833	-8.1467018	-75.493637	0.011567026
0.182	-8.203886	-8.1725578	-75.610046	0.0097002089
0.183	-8.213006	-8.116518	-75.385811	0.013272911
0.184	-8.2050667	-8.1351862	-75.307495	0.014431626
0.185	-8.2094297	-8.1180553	-75.443748	0.015627891
0.186	-8.1642256	-8.0889807	-75.442673	0.0098879635
0.187	-8.2275257	-8.1613283	-75.436775	0.011760145
0.188	-8.2707272	-8.1160173	-75.456085	0.013315827
0.189	-8.1518517	-8.208106	-75.655647	0.015520602
0.19	-8.2013111	-8.1749544	-75.291939	0.013117343
0.191	-8.0969553	-8.1262093	-75.468964	0.013117343
0.192	-8.1748829	-8.1496344	-75.618629	0.0079192221
0.193	-8.203886	-8.1370096	-75.622917	0.012725741
0.194	-8.1635103	-8.0965261	-75.460381	0.013648421
0.195	-8.1712351	-8.0874424	-75.552109	0.012516528
0.196	-8.1695185	-8.0788593	-75.57357	0.011293441
0.197	-8.2218037	-8.1082211	-75.272621	0.01430288
0.198	-8.1907969	-8.1544981	-75.675491	0.013578683
0.199	-8.265398	-8.1547842	-75.548889	0.013246089
0.2	-8.1992731	-8.2229834	-75.333244	0.013734251
0.201	-8.1734877	-8.1507072	-75.477005	0.010113269
0.202	-8.1924419	-8.2052813	-75.244194	0.0061865151
0.203	-8.1828938	-8.1037865	-75.404587	0.011663586
0.204	-8.1907969	-8.2326393	-75.512947	0.01213029
0.205	-8.1892233	-8.1054316	-75.316612	0.0087614357
0.206	-8.1340418	-8.1148367	-75.420685	0.012779385
0.207	-8.1951599	-8.1247787	-75.46521	0.011883527
0.208	-8.1641541	-8.1259594	-75.385811	0.010912567
0.209	-8.1699114	-8.1647978	-75.848763	0.011722594
0.21	-8.193408	-8.1751328	-75.412636	0.013396293
0.211	-8.1923704	-8.146451	-75.736107	0.012892038
0.212	-8.2237349	-8.1541758	-75.603607	0.014635473
0.213	-8.2169752	-8.1127987	-75.52314	0.011674315
0.214	-8.2503061	-8.1801043	-75.441071	0.012983233
0.215	-8.2039223	-8.1765633	-75.558548	0.011084229
0.216	-8.1699114	-8.1841812	-75.652428	0.012087375
0.217	-8.1462727	-8.1546412	-75.488274	0.010290295
0.218	-8.1485615	-8.1193428	-75.563911	0.015043169
0.219	-8.1530313	-8.1850748	-75.488274	0.011266619
0.22	-8.2127199	-8.1556778	-75.334312	0.014871508
0.221	-8.1405144	-8.0982075	-75.206642	0.013669878
0.222	-8.1869345	-8.152853	-75.559082	0.013879091
0.223	-8.2068548	-8.1160526	-75.898651	0.014710575
0.224	-8.1838589	-8.1419096	-75.917427	0.013616234
0.225	-8.2184057	-8.1526022	-75.583763	0.014705211
0.226	-8.1620798	-8.1939087	-75.721626	0.0095231831
0.227	-8.1782084	-8.1547842	-75.629356	0.011443645
0.228	-8.1894741	-8.1292496	-75.210396	0.0096841156
0.229	-8.1889372	-8.1574306	-75.540848	0.013669878
0.23	-8.1650476	-8.16537	-75.550499	0.012393147
0.231	-8.131753	-8.1952314	-75.365967	0.011170059
0.232	-8.1284628	-8.1053953	-75.399757	0.014217049
0.233	-8.222805	-8.0915556	-75.291939	0.010832101
0.234	-8.2196932	-8.1568584	-75.488808	0.0090886652
0.235	-8.1345425	-8.1194506	-75.463058	0.013680607
0.236	-8.1673365	-8.126174	-75.423363	0.012886673
0.237	-8.1719141	-8.1607924	-75.438385	0.0089223683
0.238	-8.1709843	-8.1232052	-75.858955	0.01287058
0.239	-8.1464157	-8.1490974	-76.027397	0.010885745
0.24	-8.2142935	-8.1091862	-75.522072	0.0095070899
0.241	-8.1794958	-8.1684093	-75.7463	0.011931807
0.242	-8.1449852	-8.1888304	-75.598244	0.010585338
0.243	-8.1569653	-8.142374	-75.378838	0.013042241
0.244	-8.1350784	-8.119772	-75.336464	0.010944754
0.245	-8.2329254	-8.16115	-75.475403	0.013680607
0.246	-8.1126909	-8.1316452	-75.703926	0.014050752
0.247	-8.1636534	-8.1214886	-75.588585	0.01651302
0.248	-8.1572514	-8.1043587	-75.413712	0.01480177
0.249	-8.1781368	-8.0811844	-75.32412	0.013385564
0.25	-8.2049589	-8.1154089	-75.450722	0.014297515
0.251	-8.2285271	-8.1965551	-75.433022	0.012141019
0.252	-8.2243071	-8.149992	-75.647598	0.010161549
0.253	-8.1963406	-8.1775646	-75.442673	0.014528185
0.254	-8.1685171	-8.1519947	-75.632042	0.011894256
0.255	-8.1562147	-8.1636887	-75.30481	0.010816008
0.256	-8.1297855	-8.155714	-75.260284	0.013069063
0.257	-8.1279974	-8.1168756	-74.945396	0.012999326
0.258	-8.146451	-8.094202	-75.217369	0.012500435
0.259	-8.1760626	-8.1405859	-75.30481	0.017146021
0.26	-8.1989508	-8.0979929	-75.140121	0.012645274
0.261	-8.1431971	-8.1209879	-75.673882	0.013401657
0.262	-8.1990938	-8.1933718	-75.232391	0.0088150799
0.263	-8.1931572	-8.129035	-75.710899	0.011084229
0.264	-8.1908331	-8.1461296	-75.656181	0.013342649
0.265	-8.2071762	-8.1376534	-75.493637	0.011347085
0.266	-8.1797104	-8.1847534	-75.554253	0.011175424
0.267	-8.1484184	-8.1355438	-75.244728	0.013718158
0.268	-8.1678019	-8.1678371	-75.576248	0.010681897
0.269	-8.1762772	-8.1322889	-75.194305	0.014002472
0.27	-8.2151871	-8.1008177	-75.408882	0.011245161
0.271	-8.2018833	-8.1236706	-75.224884	0.011009127
0.272	-8.1492767	-8.1230268	-75.283356	0.014410168
0.273	-8.1146936	-8.1029282	-75.249557	0.014656931
0.274	-8.2373247	-8.1537113	-75.562302	0.014828593
0.275	-8.1942301	-8.07092	-75.311249	0.015810281
0.276	-8.2042437	-8.1348286	-75.781708	0.01384154
0.277	-8.2097158	-8.1700907	-75.798874	0.015295297
0.278	-8.2153301	-8.1045732	-75.720016	0.012993962
0.279	-8.1936226	-8.1580381	-76.048859	0.012033731
0.28	-8.2646828	-8.1415157	-75.427658	0.011674315
0.281	-8.1804256	-8.2027063	-75.46682	0.010338575
0.282	-8.200346	-8.1503849	-75.495781	0.011524111
0.283	-8.1261377	-8.1075411	-75.213615	0.013278276
0.284	-8.1820707	-8.1010323	-75.436775	0.013739616
0.285	-8.1973057	-8.112155	-75.264038	0.015606433
0.286	-8.2105379	-8.1091862	-75.760788	0.011690408
0.287	-8.2054243	-8.1210957	-75.488808	0.010397583
0.288	-8.1774216	-8.1822138	-75.39064	0.012221485
0.289	-8.2483034	-8.1405859	-75.639015	0.01047805
0.29	-8.1860409	-8.1242781	-75.931908	0.014088303
0.291	-8.1931219	-8.1770639	-75.542458	0.012194663
0.292	-8.1866484	-8.1332188	-75.806381	0.010735542
0.293	-8.1430893	-8.1414089	-75.68676	0.012071282
0.294	-8.123313	-8.1389408	-75.37133	0.012216121
0.295	-8.2132559	-8.103858	-75.699097	0.0094588101
0.296	-8.1769571	-8.0793247	-75.40995	0.0085414946
0.297	-8.1620083	-8.1632595	-75.387421	0.011840612
0.298	-8.2056389	-8.162509	-75.40995	0.011229068
0.299	-8.0981359	-8.0380182	-75.495781	0.012972504
0.3	-8.2324247	-8.1642971	-75.26136	0.010322481
0.301	-8.1290703	-8.1434116	-75.413712	0.011567026
0.302	-8.2205515	-8.1461296	-75.336464	0.010676533
0.303	-8.1590757	-8.1215963	-75.648666	0.012141019
0.304	-8.1582527	-8.1330042	-75.585373	0.009957701
0.305	-8.2494478	-8.1510649	-75.877731	0.0087828934
0.306	-8.1441622	-8.1042156	-75.555862	0.014769584
0.307	-8.1477032	-8.1938372	-75.368111	0.0098825991
0.308	-8.1257801	-8.1135139	-75.389572	0.0089921057
0.309	-8.1619005	-8.1960545	-75.39064	0.010907203
0.31	-8.1416235	-8.1028204	-75.247414	0.0098450482
0.311	-8.1603632	-8.1361876	-75.35363	0.015713722
0.312	-8.1488113	-8.1346855	-75.207718	0.012833029
0.313	-8.2044945	-8.0774288	-75.35202	0.015241653
0.314	-8.1653337	-8.1262093	-75.212006	0.014458448
0.315	-8.2190857	-8.1395493	-75.74791	0.015944391
0.316	-8.2275972	-8.1025705	-75.645454	0.013138801
0.317	-8.1679087	-8.1688747	-75.306419	0.01074627
0.318	-8.2142572	-8.1733093	-75.760246	0.014115125
0.319	-8.1469164	-8.1488476	-75.384201	0.014195591
0.32	-8.147953	-8.0943089	-75.443748	0.008713156
0.321	-8.1881151	-8.1410866	-75.414246	0.011985451
0.322	-8.1512794	-8.0612288	-75.493103	0.0084610283
0.323	-8.1286411	-8.1645117	-75.615944	0.0098665059
0.324	-8.1826429	-8.0733881	-75.673882	0.0067336857
0.325	-8.1409082	-8.1512079	-75.561234	0.012162477
0.326	-8.2257376	-8.1467371	-75.607903	0.0097216666
0.327	-8.235858	-8.1237059	-75.440529	0.010327846
0.328	-8.1597195	-8.1739883	-75.532799	0.010070354
0.329	-8.226882	-8.1321106	-75.569275	0.010322481
0.33	-8.1745968	-8.1371174	-75.360603	0.010338575
0.331	-8.1786375	-8.1302862	-75.345581	0.010413677
0.332	-8.2088928	-8.1520662	-75.443748	0.01171723
0.333	-8.1621513	-8.1548557	-75.749519	0.011599213
0.334	-8.1728802	-8.1553564	-75.643303	0.0096143782
0.335	-8.1525307	-8.1132278	-75.244194	0.013315827
0.336	-8.1937294	-8.1082211	-75.334854	0.015247017
0.337	-8.1550341	-8.1765633	-75.277451	0.014141947
0.338	-8.158968	-8.0928068	-75.516167	0.011475831
0.339	-8.1974134	-8.1257086	-75.77581	0.0099523365
0.34	-8.1287127	-8.0791101	-75.902405	0.0097377598
0.341	-8.2088213	-8.1626158	-75.325195	0.012033731
0.342	-8.1928358	-8.1335764	-75.667984	0.0088687241
0.343	-8.1732378	-8.2189779	-75.574638	0.0099469721
0.344	-8.1904039	-8.1707697	-75.70768	0.013042241
0.345	-8.1385117	-8.1488829	-75.357918	0.010327846
0.346	-8.1533537	-8.0938444	-75.726456	0.0066424906
0.347	-8.1598625	-8.1095438	-75.74791	0.010483414
0.348	-8.1244926	-8.1350431	-75.358994	0.0090135634
0.349	-8.1520662	-8.1391916	-75.430336	0.01361087
0.35	-8.0781088	-8.0698833	-75.513489	0.014217049
0.351	-8.2280617	-8.1169472	-75.447502	0.011690408
0.352	-8.1757765	-8.1460934	-75.377228	0.0090511143
0.353	-8.219121	-8.1113319	-75.463058	0.0099737942
0.354	-8.1576452	-8.1980925	-75.925476	0.0089116395
0.355	-8.1685886	-8.1703405	-75.341827	0.010993034
0.356	-8.1669436	-8.1871853	-75.50061	0.010022074
0.357	-8.1251726	-8.1390123	-75.48613	0.0097055733
0.358	-8.1490259	-8.1774931	-75.850906	0.0069643557
0.359	-8.1428032	-8.1272106	-75.493637	0.0093461573
0.36	-8.1160526	-8.126853	-75.477005	0.0095660985
0.361	-8.1992731	-8.149992	-75.338074	0.011089593
0.362	-8.1364737	-8.0613718	-75.403519	0.01213029
0.363	-8.2161531	-8.2012396	-75.273697	0.010091811
0.364	-8.1670866	-8.0633383	-75.702316	0.0076402724
0.365	-8.1571445	-8.1757412	-75.452866	0.011245161
0.366	-8.1979141	-8.1273537	-75.640625	0.01227513
0.367	-8.2003813	-8.0847244	-75.600929	0.0091744959
0.368	-8.1487045	-8.1729517	-75.77581	0.012318045
0.369	-8.2655058	-8.1189499	-75.730209	0.013455302
0.37	-8.1341486	-8.1806402	-75.687828	0.011792332
0.371	-8.1809978	-8.1462364	-75.746841	0.010767728
0.372	-8.1524239	-8.1175547	-75.421219	0.012446791
0.373	-8.163188	-8.1221323	-75.68837	0.012248307
0.374	-8.165513	-8.1363306	-75.629356	0.011856705
0.375	-8.0731735	-8.0664139	-75.555862	0.013626963
0.376	-8.1721649	-8.1268892	-75.607903	0.01582101
0.377	-8.1550341	-8.0756769	-75.417999	0.01438871
0.378	-8.1693392	-8.1174479	-76.112152	0.012849122
0.379	-8.229743	-8.1173401	-75.139587	0.01291886
0.38	-8.1588249	-8.1645832	-75.834816	0.013423115
0.381	-8.2073193	-8.1475239	-75.520462	0.01259163
0.382	-8.14359	-8.1382256	-75.517776	0.01148656
0.383	-8.1495981	-8.1778507	-75.441071	0.011910349
0.384	-8.1813202	-8.1601486	-75.495247	0.01384154
0.385	-8.1469164	-8.1566439	-75.598244	0.013530403
0.386	-8.1482038	-8.1578951	-75.68998	0.01720503
0.387	-8.1257448	-8.1014977	-75.662079	0.012838393
0.388	-8.1981287	-8.149992	-75.778488	0.013761073
0.389	-8.183609	-8.1101522	-75.511337	0.013026148
0.39	-8.1350784	-8.0772142	-75.474327	0.013873726
0.391	-8.2382545	-8.1559639	-75.880409	0.012977868
0.392	-8.1561069	-8.1030712	-75.869682	0.013106614
0.393	-8.2268105	-8.1148729	-75.891144	0.013278276
0.394	-8.1581097	-8.2125053	-75.926544	0.011937171
0.395	-8.2267742	-8.1450567	-75.383667	0.011867434
0.396	-8.1656199	-8.1664066	-75.882561	0.010998398
0.397	-8.1739168	-8.1039648	-75.35041	0.012087375
0.398	-8.2017403	-8.1900816	-75.429802	0.015756637
0.399	-8.2069979	-8.0958471	-75.217369	0.012956411
0.4	-8.0965261	-8.1837873	-75.313393	0.011540204
0.401	-8.1762772	-8.131753	-75.702316	0.011620671
0.402	-8.1629734	-8.0683098	-75.496857	0.015043169
0.403	-8.1661568	-8.1498842	-75.540848	0.0091154873
0.404	-8.2448702	-8.0523949	-76.064415	0.012511164
0.405	-8.2008104	-8.163868	-75.553185	0.013643056
0.406	-8.2144003	-8.1476669	-75.691582	0.012071282
0.407	-8.2109671	-8.1391916	-75.820869	0.009560734
0.408	-8.1554995	-8.1222754	-75.843933	0.013122708
0.409	-8.1663351	-8.1807117	-75.505974	0.011776239
0.41	-8.1534252	-8.1909761	-75.637939	0.0098074973
0.411	-8.1405144	-8.1274967	-75.515099	0.009136945
0.412	-8.1503496	-8.1217031	-75.685684	0.010005981
0.413	-8.1749897	-8.1036072	-75.475937	0.0097699463
0.414	-8.1958752	-8.1428032	-75.707146	0.010531694
0.415	-8.1482754	-8.0986366	-75.339142	0.01097694
0.416	-8.1743822	-8.2121477	-75.633652	0.014227778
0.417	-8.2248077	-8.0646973	-75.687828	0.012779385
0.418	-8.1556063	-8.1508503	-75.556938	0.01213029
0.419	-8.2264166	-8.1675158	-75.907234	0.0093300641
0.42	-8.1484537	-8.1470594	-75.710899	0.013187081
0.421	-8.131073	-8.2052813	-75.871292	0.0094534457
0.422	-8.1670866	-8.1460218	-75.760246	0.010537058
0.423	-8.1112251	-8.1565361	-75.46199	0.012425333
0.424	-8.1894741	-8.1109743	-75.640625	0.0082840025
0.425	-8.1876497	-8.1565008	-75.505974	0.011760145
0.426	-8.1357937	-8.1277475	-75.580002	0.01263991
0.427	-8.2063894	-8.1563931	-75.396545	0.0067283213
0.428	-8.2146149	-8.0591183	-75.580002	0.012977868
0.429	-8.171771	-8.1567154	-75.421219	0.010027438
0.43	-8.2549915	-8.0971699	-75.548355	0.015257746
0.431	-8.1862192	-8.1567507	-75.663689	0.014265329
0.432	-8.2084999	-8.1934433	-75.525291	0.011223704
0.433	-8.2436543	-8.1573591	-75.686218	0.0090886652
0.434	-8.1778507	-8.0805044	-75.603073	0.011019856
0.435	-8.2244139	-8.1906185	-75.5784	0.0098504126
0.436	-8.2014189	-8.206068	-75.535484	0.011674315
0.437	-8.1118326	-8.1200581	-75.548889	0.013750345
0.438	-8.1813202	-8.1541405	-75.889534	0.0094588101
0.439	-8.1845388	-8.0468159	-75.845009	0.01605168
0.44	-8.1649761	-8.1410151	-75.672272	0.013460666
0.441	-8.175312	-8.1073265	-75.499001	0.011786968
0.442	-8.1798534	-8.1326828	-75.428726	0.0098289549
0.443	-8.1737738	-8.1619368	-75.674416	0.0105156
0.444	-8.2375031	-8.1463795	-75.332703	0.013508946
0.445	-8.1977711	-8.1816778	-75.814964	0.011524111
0.446	-8.1806402	-8.1664429	-75.475403	0.013085157
0.447	-8.1688747	-8.1815348	-75.919037	0.0099308789
0.448	-8.153389	-8.160327	-76.138977	0.011089593
0.449	-8.1296787	-8.0770359	-75.375618	0.0089223683
0.45	-8.2002029	-8.143054	-75.51992	0.0087024271
0.451	-8.1606846	-8.1622229	-75.560692	0.010569245
0.452	-8.1592903	-8.1155882	-75.307495	0.014941245
0.453	-8.1622229	-8.1751328	-75.892754	0.010435134
0.454	-8.1768494	-8.1237774	-75.560158	0.0093354285
0.455	-8.1813917	-8.1341848	-76.110008	0.01305297
0.456	-8.1942301	-8.1498842	-75.499001	0.011282712
