Data info
File name: C:\TP_RESA_PERCAGE\TP11\Alu2017-T4-Vc61-f0.04BC-DRY.dxd
Start time: 05/12/2017 11:33:43,397
Number of channels: 4
Sample rate: 1000
Store type: Toujours rapide


Data1

Time [s]	Fx [N]	Fy [N]	Fz [N]	Mz [Nm]
0.077	-7.877193	-8.3097439	-32.287544	0.083954483
0.078	-7.8762989	-8.2252369	-32.215122	0.086663514
0.079	-7.8925352	-8.2496986	-32.562737	0.085258037
0.08	-7.8597765	-8.2549553	-31.900232	0.08642748
0.081	-7.8467588	-8.2148294	-32.01342	0.085386783
0.082	-7.9596262	-8.2083206	-32.158798	0.083230287
0.083	-7.9395633	-8.3223686	-32.560055	0.088557154
0.084	-7.9089503	-8.2416515	-32.499973	0.084367543
0.085	-7.8472595	-8.2820282	-32.241943	0.085542351
0.086	-7.8258734	-8.2399712	-32.506413	0.087296516
0.087	-7.9036574	-8.2720146	-32.499435	0.085107833
0.088	-7.8044157	-8.24226	-32.105152	0.084914714
0.089	-7.8269463	-8.2253437	-32.74942	0.084270984
0.09	-7.9575877	-8.2645044	-32.368546	0.083369762
0.091	-7.8807335	-8.3349924	-32.302025	0.084523112
0.092	-7.9069476	-8.1541405	-32.588486	0.084136873
0.093	-7.9633455	-8.2687597	-32.613163	0.086180717
0.094	-7.8579884	-8.3093147	-32.558445	0.08596614
0.095	-7.8545194	-8.2507353	-32.746738	0.083815008
0.096	-7.8481894	-8.2193003	-32.727425	0.085510164
0.097	-7.8685026	-8.2249508	-32.539669	0.086094886
0.098	-7.9182129	-8.2338552	-32.653931	0.084093958
0.099	-7.8581314	-8.2639322	-32.310608	0.084748417
0.1	-7.9021554	-8.2003098	-32.653931	0.083401948
0.101	-7.9592686	-8.3318453	-32.766048	0.0878115
0.102	-7.8544478	-8.2865343	-32.860462	0.085440427
0.103	-7.8844528	-8.2302074	-32.93932	0.086363107
0.104	-7.8588109	-8.2743387	-32.574001	0.085440427
0.105	-7.8864198	-8.2415085	-32.909279	0.085215122
0.106	-7.8765135	-8.2490549	-32.306316	0.083772093
0.107	-7.7916842	-8.2123976	-32.704895	0.085048825
0.108	-7.9248648	-8.1637964	-32.454914	0.084152967
0.109	-7.9725723	-8.3104954	-32.430237	0.08660987
0.11	-7.8361731	-8.2706909	-32.577759	0.084957629
0.111	-7.9621654	-8.2240562	-32.444183	0.085939318
0.112	-7.8645687	-8.2617865	-32.925373	0.08476451
0.113	-7.8448634	-8.2540255	-32.467789	0.083761364
0.114	-7.8750114	-8.2615719	-32.376057	0.084716231
0.115	-7.8812342	-8.2187634	-32.295052	0.083900839
0.116	-7.898901	-8.2390766	-32.255894	0.084367543
0.117	-7.880054	-8.2910042	-32.498363	0.081722885
0.118	-7.8662496	-8.1860046	-32.908207	0.083418041
0.119	-7.9299788	-8.2163315	-32.647495	0.086631328
0.12	-7.8593831	-8.2593184	-32.397514	0.085279495
0.121	-7.8757982	-8.2751255	-32.528404	0.085494071
0.122	-7.8653197	-8.2329969	-32.731716	0.084657222
0.123	-7.8713279	-8.2608566	-32.740299	0.086443573
0.124	-7.8990798	-8.2327824	-32.517139	0.087548643
0.125	-7.8169327	-8.2793818	-32.400196	0.084941536
0.126	-7.868145	-8.1957321	-32.729034	0.084383637
0.127	-7.9498272	-8.2582817	-32.313293	0.086470395
0.128	-7.9151015	-8.3040581	-32.571857	0.087242872
0.129	-7.9227548	-8.2552414	-32.722595	0.085848123
0.13	-7.9936724	-8.2019548	-32.898548	0.083815008
0.131	-7.9198222	-8.3025913	-32.476372	0.086363107
0.132	-7.8419666	-8.2745895	-32.605652	0.082870871
0.133	-7.9098086	-8.2571373	-32.717232	0.083584338
0.134	-7.8754406	-8.265398	-32.287544	0.084201247
0.135	-7.9384546	-8.2437973	-32.899086	0.083037168
0.136	-7.8493695	-8.2597122	-32.736008	0.082860142
0.137	-7.9034429	-8.2273111	-32.961315	0.084308535
0.138	-7.9663138	-8.2651119	-32.93771	0.085719377
0.139	-7.8594904	-8.3037357	-32.762829	0.084233433
0.14	-7.9454641	-8.2729082	-32.844906	0.085692555
0.141	-7.8837018	-8.2845669	-32.282177	0.084099323
0.142	-7.8670363	-8.2453356	-32.396439	0.083418041
0.143	-7.9040151	-8.2917194	-32.801453	0.082221776
0.144	-7.7863555	-8.2192287	-32.51392	0.083482414
0.145	-7.9285483	-8.2201223	-32.550934	0.086009055
0.146	-7.9481463	-8.2902889	-32.596535	0.085177571
0.147	-7.8713279	-8.2903605	-32.947365	0.084877163
0.148	-7.8911762	-8.1617937	-32.790726	0.083230287
0.149	-7.9403501	-8.2890015	-32.857243	0.08684054
0.15	-7.8704696	-8.3026991	-32.605118	0.082168132
0.151	-7.8674297	-8.2694035	-32.58205	0.084523112
0.152	-7.8103881	-8.2405787	-32.285934	0.084136873
0.153	-7.9193573	-8.2446203	-32.116417	0.083632618
0.154	-7.8765492	-8.2847099	-32.395367	0.084190518
0.155	-7.8125339	-8.1958036	-32.786434	0.083970577
0.156	-7.9454284	-8.2269173	-32.872799	0.086781532
0.157	-7.9520802	-8.3153229	-32.744053	0.083171278
0.158	-7.8887444	-8.2636814	-32.710258	0.083069354
0.159	-7.8652124	-8.2538824	-32.587952	0.085638911
0.16	-7.8343492	-8.2753048	-32.647495	0.082838684
0.161	-7.9063754	-8.2451563	-32.775169	0.082693845
0.162	-7.8050952	-8.2741241	-32.920544	0.08342877
0.163	-7.8498344	-8.2059603	-32.306316	0.083959848
0.164	-7.9718928	-8.2138996	-32.568638	0.085461885
0.165	-7.9133492	-8.3159313	-32.752102	0.084201247
0.166	-7.8548055	-8.2478027	-32.580441	0.084930807
0.167	-7.9727869	-8.220623	-32.697384	0.087741762
0.168	-7.8466158	-8.3072405	-32.965069	0.088133365
0.169	-7.8663926	-8.2674723	-32.63784	0.08172825
0.17	-7.8539829	-8.2541685	-32.820766	0.084903985
0.171	-7.8776579	-8.1956253	-32.557373	0.083117634
0.172	-7.9140644	-8.2463722	-32.12661	0.084324628
0.173	-7.8515868	-8.2165823	-32.508556	0.084485561
0.174	-7.8347425	-8.2290277	-32.747272	0.08619681
0.175	-7.9664569	-8.2509499	-32.653931	0.083444864
0.176	-7.8463297	-8.3168249	-32.769802	0.086717159
0.177	-7.8594904	-8.2272396	-32.863144	0.082838684
0.178	-7.8571301	-8.2712631	-32.948975	0.08476451
0.179	-7.8502994	-8.2320671	-32.605652	0.084292442
0.18	-7.8747253	-8.2733736	-33.012814	0.08301571
0.181	-7.775877	-8.256279	-32.842758	0.086556226
0.182	-7.8741174	-8.2305651	-32.344406	0.085435063
0.183	-7.9441051	-8.3089571	-32.592777	0.081535131
0.184	-7.8496199	-8.2920418	-32.783752	0.087645203
0.185	-7.9118829	-8.1693039	-32.835251	0.087151676
0.186	-7.8808408	-8.2770214	-32.584194	0.086765438
0.187	-7.8712206	-8.2761984	-32.299343	0.087189227
0.188	-7.8720074	-8.2671146	-32.629791	0.085086375
0.189	-7.8479748	-8.2559214	-32.100323	0.085842758
0.19	-7.9255085	-8.256958	-32.313293	0.085011274
0.191	-7.9138856	-8.269475	-32.359962	0.082130581
0.192	-7.8508	-8.2274895	-32.476372	0.082983524
0.193	-7.9116683	-8.2057819	-32.154507	0.08250609
0.194	-7.9514365	-8.3233337	-32.386784	0.083230287
0.195	-7.850657	-8.2555275	-32.567028	0.088240653
0.196	-7.8938942	-8.2936153	-32.6078	0.083305389
0.197	-7.8870277	-8.2470875	-31.982843	0.085858852
0.198	-7.8908186	-8.2788095	-32.156113	0.085032731
0.199	-7.8425388	-8.2711201	-32.612091	0.082259327
0.2	-7.8186493	-8.2493048	-32.731716	0.083621889
0.201	-7.9491119	-8.2221251	-32.350842	0.083106905
0.202	-7.9225402	-8.3121042	-32.736008	0.084962994
0.203	-7.8829865	-8.1836805	-32.564346	0.084941536
0.204	-8.0019693	-8.1835728	-32.4356	0.084571391
0.205	-7.888351	-8.3263025	-32.803062	0.086867362
0.206	-7.8620296	-8.2645044	-32.756393	0.084903985
0.207	-7.8442912	-8.2552414	-32.557373	0.085638911
0.208	-7.864819	-8.2598553	-32.326168	0.087672025
0.209	-7.9464655	-8.2663994	-32.737617	0.084233433
0.21	-7.8517299	-8.2558136	-32.82291	0.083439499
0.211	-7.8738313	-8.2084284	-32.396976	0.085402876
0.212	-7.9769354	-8.2778797	-32.295052	0.083954483
0.213	-7.8638535	-8.2857828	-32.354061	0.088251382
0.214	-7.9024773	-8.2376461	-32.983845	0.083584338
0.215	-7.8931789	-8.2715855	-32.66037	0.083745271
0.216	-7.8795533	-8.2371817	-32.407707	0.083992034
0.217	-7.9034071	-8.2530956	-32.390541	0.082645565
0.218	-7.8176479	-8.2561359	-32.82613	0.084329993
0.219	-7.9673867	-8.1418734	-32.086376	0.081765801
0.22	-7.9743605	-8.2807045	-32.82452	0.084415823
0.221	-7.8626018	-8.2795601	-32.459206	0.085655004
0.222	-7.9535823	-8.1857901	-32.287544	0.083600432
0.223	-7.9357367	-8.2837448	-32.902306	0.08560136
0.224	-7.8801613	-8.3315592	-32.755856	0.088938028
0.225	-7.8441482	-8.2279186	-32.6255	0.081438571
0.226	-7.8432541	-8.2171898	-33.021397	0.085086375
0.227	-7.9241138	-8.2395058	-32.552544	0.084791332
0.228	-7.8873854	-8.2766638	-32.821838	0.080703646
0.229	-7.7958684	-8.1967335	-32.533234	0.085848123
0.23	-7.9429607	-8.2116108	-33.094887	0.083375126
0.231	-7.9334836	-8.2873211	-32.899624	0.085510164
0.232	-7.8936081	-8.2759123	-33.038563	0.082715303
0.233	-7.9036932	-8.214365	-32.848125	0.085778385
0.234	-7.8634243	-8.2305651	-32.910889	0.082854778
0.235	-7.8802686	-8.2540255	-32.856709	0.083155185
0.236	-7.8795533	-8.3018408	-32.829884	0.083455592
0.237	-7.8480821	-8.1922636	-32.720451	0.08324638
0.238	-7.9629164	-8.2359657	-32.677536	0.083224922
0.239	-7.9105954	-8.3121405	-32.608871	0.085081011
0.24	-7.8931432	-8.2522736	-32.726353	0.085987598
0.241	-7.8616004	-8.2403288	-32.790726	0.086239725
0.242	-7.8946452	-8.3731518	-32.977406	0.083777457
0.243	-7.8145723	-8.2835655	-32.349232	0.084726959
0.244	-7.8498344	-8.2692251	-32.283787	0.084780604
0.245	-7.8239064	-8.2250938	-32.63623	0.083922297
0.246	-7.9245787	-8.2477674	-32.520359	0.083745271
0.247	-7.8389626	-8.3173971	-32.690411	0.084040314
0.248	-7.8928213	-8.1860409	-32.649639	0.082860142
0.249	-7.9422097	-8.2500563	-32.631939	0.083809644
0.25	-7.8590255	-8.2871065	-32.884602	0.084464103
0.251	-7.8705053	-8.2534533	-33.024612	0.084485561
0.252	-7.8536968	-8.2461224	-32.865826	0.084163696
0.253	-7.8336697	-8.1753836	-32.628181	0.084710866
0.254	-7.9146008	-8.285533	-32.577221	0.084093958
0.255	-7.7549558	-8.256958	-32.55201	0.08329466
0.256	-7.8957539	-8.2576733	-31.927053	0.08522585
0.257	-7.8643899	-8.465312	-31.058554	0.084555298
0.258	-7.8213673	-8.6161957	-30.809109	0.086250454
0.259	-7.8336339	-8.5587606	-29.80489	0.085992962
0.26	-7.9473238	-8.5977058	-28.717522	0.088567883
0.261	-7.8411083	-8.5763197	-27.534668	0.08614853
0.262	-7.8710418	-8.5582237	-26.873236	0.087950975
0.263	-7.7468376	-8.6214523	-26.530449	0.082012564
0.264	-7.6833229	-8.5251074	-25.597576	0.084818155
0.265	-7.3196154	-8.6283903	-24.791306	0.080843121
0.266	-7.0933084	-8.5197792	-23.97806	0.084093958
0.267	-7.0304375	-8.5525732	-22.818272	0.08614853
0.268	-6.9797616	-8.6134777	-21.782402	0.085177571
0.269	-6.7012768	-8.705924	-19.861404	0.085172206
0.27	-6.5054755	-8.78825	-18.889372	0.085317045
0.271	-6.3102822	-8.8750105	-16.564434	0.085402876
0.272	-6.0854058	-8.9537249	-15.203481	0.08486107
0.273	-6.8882089	-8.6249933	-22.809153	0.085595995
0.274	-7.4155312	-8.104537	-25.952166	0.08537069
0.275	-7.3808413	-8.0941658	-23.890619	0.085161477
0.276	-7.7574234	-8.1274614	-24.390047	0.084362179
0.277	-7.5751047	-8.178709	-23.480778	0.085810572
0.278	-7.9308372	-7.9596977	-23.485069	0.085595995
0.279	-8.10958	-7.9601626	-23.594503	0.088830739
0.28	-8.414422	-7.9186063	-22.761946	0.086808354
0.281	-8.5908756	-7.8928928	-21.204119	0.083300024
0.282	-8.6668711	-7.8726153	-20.979349	0.085826665
0.283	-8.9065533	-7.9199295	-20.082954	0.086497217
0.284	-9.0824709	-7.8122835	-20.161276	0.083047897
0.285	-9.0661268	-7.7210169	-19.784157	0.08273676
0.286	-9.3150721	-7.7219467	-19.22143	0.085692555
0.287	-9.0891943	-7.8044872	-18.68606	0.085477978
0.288	-8.9369164	-7.7054243	-18.000488	0.087967068
0.289	-8.8250504	-7.6203804	-16.902391	0.087779313
0.29	-8.8566647	-7.5239639	-15.965228	0.087425262
0.291	-8.8381395	-7.6782804	-15.548412	0.083847195
0.292	-8.9216814	-7.7726941	-15.370851	0.088465959
0.293	-9.0579729	-7.6815348	-15.228157	0.086711794
0.294	-9.1940861	-7.7258806	-15.242105	0.086202174
0.295	-9.3751173	-7.8297358	-14.782373	0.086851269
0.296	-9.6117239	-7.7974777	-14.743214	0.087559372
0.297	-9.8801594	-7.8072767	-14.431005	0.087822229
0.298	-9.909914	-7.8656416	-14.205699	0.087613016
0.299	-10.196911	-7.7517014	-13.603274	0.084962994
0.3	-10.535871	-7.6767068	-13.221328	0.085617453
0.301	-10.313533	-7.744513	-13.008897	0.088058263
0.302	-10.338961	-7.7704411	-12.972419	0.086389929
0.303	-10.432802	-7.8033786	-12.299721	0.086250454
0.304	-10.018776	-7.840858	-11.445705	0.087473541
0.305	-9.8786221	-7.884274	-10.882442	0.088487417
0.306	-9.8237972	-7.6825361	-10.848646	0.090643913
0.307	-9.7386465	-7.8001957	-9.1658278	0.08850351
0.308	-10.283421	-7.817791	-8.9517879	0.09020403
0.309	-10.25971	-7.8549128	-9.0306444	0.089361817
0.31	-9.6849308	-8.1002817	-8.8638115	0.087999254
0.311	-9.6493826	-8.0587254	-9.2892094	0.090145022
0.312	-9.7312794	-8.0267534	-8.9458866	0.092677027
0.313	-9.6914396	-8.2033501	-9.0912628	0.088106543
0.314	-10.174487	-7.9646688	-7.8751488	0.091421753
0.315	-10.471533	-8.0376253	-8.8557644	0.094200522
0.316	-9.9843721	-7.9963546	-6.646697	0.094479471
0.317	-10.46413	-7.839499	-4.2096419	0.093631893
0.318	-10.115264	-7.9566579	-4.416172	0.095750839
0.319	-10.081826	-7.8187208	-3.9001153	0.095021278
0.32	-10.535977	-7.6716285	-2.3637459	0.096582323
0.321	-10.302197	-7.5932364	-2.0370529	0.092194229
0.322	-10.397397	-7.3515158	-2.2044227	0.094195157
0.323	-10.759137	-7.5298648	-1.8997236	0.088417679
0.324	-11.042164	-7.6260667	-3.5948799	0.095552355
0.325	-11.079823	-7.6896887	-3.7461565	0.095155388
0.326	-10.752986	-7.8826647	-2.6544974	0.097515732
0.327	-10.391961	-8.0231409	-3.6426232	0.097896606
0.328	-10.447894	-8.0052595	-3.5219238	0.097435266
0.329	-10.577641	-7.9560499	-3.4173176	0.095386058
0.33	-10.415708	-8.3523378	-2.6228473	0.091614872
0.331	-10.823976	-8.8578806	-2.5316522	0.095209032
0.332	-10.364352	-8.8284836	-4.3780847	0.09366408
0.333	-10.481189	-8.4345207	-3.9939926	0.097515732
0.334	-10.37247	-8.3887081	-4.7514482	0.097896606
0.335	-10.311816	-8.2649336	-3.9006517	0.10216668
0.336	-10.932551	-7.9490762	-3.565912	0.098127276
0.337	-11.104928	-7.999001	-2.975826	0.096051246
0.338	-11.18779	-8.1689463	-2.8824852	0.10042325
0.339	-10.806452	-8.2614288	-2.1749184	0.096212178
0.34	-10.600207	-8.0028992	-2.0665572	0.094774514
0.341	-10.437916	-8.2619648	-0.77963322	0.095343143
0.342	-10.196553	-8.4812984	-1.1508509	0.097859055
0.343	-9.9225388	-8.503686	-2.3481891	0.09859398
0.344	-10.328017	-8.4065895	-1.9995018	0.10114744
0.345	-11.016272	-8.4775076	-1.2012764	0.098647624
0.346	-11.310922	-8.6366158	-0.3751561	0.098529607
0.347	-10.400866	-8.8456497	-0.19813029	0.098191649
0.348	-10.713254	-8.6665497	0.5142644	0.09638384
0.349	-10.418175	-8.9226828	0.46115667	0.099645406
0.35	-10.483943	-8.8291626	0.95843822	0.095418245
0.351	-10.782634	-8.752738	0.9171322	0.10106161
0.352	-10.452615	-8.7386475	0.33026487	0.099162608
0.353	-10.644053	-8.7482319	-0.23246257	0.098883659
0.354	-11.105536	-8.6523514	-0.59080571	0.10450557
0.355	-10.193907	-8.9342699	0.71006566	0.10167852
0.356	-10.130821	-8.7088213	0.30022413	0.097226053
0.357	-10.238825	-8.7347851	0.15109332	0.09923771
0.358	-10.642765	-8.5267525	0.24389775	0.094495565
0.359	-10.924361	-8.6326103	0.10174067	0.099854618
0.36	-10.410987	-8.8132839	1.0405139	0.098631531
0.361	-10.476683	-8.9092712	1.629527	0.10122254
0.362	-10.182177	-9.020565	1.0748461	0.10358289
0.363	-10.769974	-8.9637022	2.1890357	0.10397449
0.364	-11.17749	-8.7698326	2.4674489	0.10231152
0.365	-10.860954	-8.799551	2.4797871	0.10060027
0.366	-10.447179	-8.7027769	2.6830986	0.10215595
0.367	-10.871361	-8.796011	2.3446038	0.10121718
0.368	-10.521601	-8.9876633	2.3639157	0.10322884
0.369	-10.275231	-8.8496552	3.2629921	0.10004774
0.37	-10.190437	-8.8761549	1.9192055	0.10489181
0.371	-9.7662554	-8.937953	1.4594749	0.10142639
0.372	-10.353123	-8.964489	1.555498	0.10124937
0.373	-10.171305	-9.1884356	1.173015	0.10227397
0.374	-9.9307642	-9.2741594	2.7378156	0.10261729
0.375	-10.46506	-9.1776714	2.4390175	0.10366336
0.376	-10.285137	-9.1235981	1.9438819	0.10369554
0.377	-10.002897	-8.8882427	2.5522068	0.10094896
0.378	-10.829268	-8.8293056	3.4502103	0.1057072
0.379	-10.735176	-9.1209517	3.9533927	0.10558918
0.38	-10.728953	-9.009264	3.1197622	0.10535315
0.381	-10.461376	-8.9491472	3.6588862	0.10409787
0.382	-10.195623	-8.9124546	4.64433	0.10517612
0.383	-10.572455	-8.7053881	4.1459756	0.10655478
0.384	-10.351012	-8.768795	4.5241671	0.10527268
0.385	-10.040305	-8.8008385	3.2383158	0.10379747
0.386	-10.015522	-9.0654478	2.2716477	0.10341123
0.387	-9.5363007	-9.2098217	3.1058147	0.10087922
0.388	-9.632967	-9.0511427	3.7581279	0.10321811
0.389	-9.8396759	-9.0461712	3.8799002	0.10406032
0.39	-10.583793	-9.2847805	4.3696718	0.10591641
0.391	-10.589086	-9.3053446	5.349751	0.10411397
0.392	-10.351227	-9.3500834	4.8792915	0.10084704
0.393	-10.571812	-9.4228249	5.8218198	0.10461822
0.394	-10.221837	-9.362565	4.9216704	0.10657623
0.395	-9.6541033	-9.2312794	4.3246107	0.10559991
0.396	-10.075603	-9.0520725	4.9146967	0.10526732
0.397	-10.433052	-9.1833935	5.7220416	0.10657623
0.398	-9.9255428	-9.3496904	5.2258329	0.10680154
0.399	-10.034834	-9.0827923	4.3519692	0.10460749
0.4	-9.8676424	-8.8114605	4.9071865	0.10767594
0.401	-10.19076	-8.8471518	5.1941829	0.10523513
0.402	-9.5441322	-8.9336977	4.4377999	0.1053907
0.403	-9.4030123	-8.8573084	4.3396311	0.10496691
0.404	-9.5212088	-8.9097004	4.6700792	0.10579839
0.405	-10.065053	-8.763073	4.1937189	0.10623828
0.406	-10.075138	-8.9249716	4.8637347	0.10669962
0.407	-11.020313	-8.8813763	6.2509732	0.10706976
0.408	-10.824905	-9.2494469	4.9039679	0.10990754
0.409	-10.359846	-9.4709616	5.8743911	0.10908678
0.41	-10.311352	-9.5314369	6.589468	0.10643676
0.411	-10.048173	-9.3849163	6.7750769	0.10731652
0.412	-9.9581223	-9.29601	5.9752421	0.10683909
0.413	-9.9502192	-9.1633301	6.8700271	0.10549799
0.414	-10.097311	-9.3278751	6.4982729	0.10689273
0.415	-9.4141703	-9.2714415	5.9194522	0.10436073
0.416	-9.3946085	-9.2440825	6.525095	0.10733262
0.417	-10.10357	-8.9982491	5.3299026	0.10717168
0.418	-9.6785288	-8.990346	7.1479039	0.10667816
0.419	-9.7584591	-8.8789091	6.2552648	0.10611489
0.42	-9.6611843	-9.0304718	7.0234494	0.10871127
0.421	-10.054181	-8.9322309	6.3137369	0.10660842
0.422	-10.232531	-9.0429173	8.866127	0.10666206
0.423	-9.8160372	-9.0391264	9.0994787	0.1067318
0.424	-9.7643595	-8.9973192	7.7100949	0.10777786
0.425	-10.482834	-9.1394405	8.3656263	0.10916188
0.426	-9.7886429	-9.3615274	8.7287979	0.10747746
0.427	-10.527001	-9.2750177	7.7873425	0.10546044
0.428	-10.74165	-9.5628366	7.2568016	0.10676935
0.429	-10.628961	-9.4237194	7.9091148	0.10727897
0.43	-10.698734	-9.4244699	7.4906902	0.10750964
0.431	-9.879158	-9.3187914	7.474597	0.10891512
0.432	-10.473321	-9.0719204	9.1354208	0.10901168
0.433	-10.543667	-9.1452703	8.8275032	0.11225715
0.434	-10.091482	-9.2475872	8.4664774	0.10796025
0.435	-9.9358425	-8.970068	8.0931139	0.11006311
0.436	-10.527359	-9.0400562	8.5855675	0.11349633
0.437	-10.20435	-9.0277891	7.2873788	0.11186019
0.438	-10.034941	-9.0530024	10.531778	0.11320665
0.439	-10.30073	-9.2225533	10.938401	0.11277214
0.44	-10.258959	-9.265934	9.981926	0.10867909
0.441	-10.271261	-9.3099575	10.970052	0.11059418
0.442	-10.538481	-9.4210014	9.3934488	0.11012748
0.443	-10.17742	-9.558116	9.5940781	0.11467651
0.444	-10.366498	-9.530221	9.6015882	0.11505201
0.445	-10.865567	-9.5743876	9.2588024	0.11023477
0.446	-10.592876	-9.636508	8.2143497	0.11161879
0.447	-10.624097	-9.7175465	9.4621134	0.11200503
0.448	-9.8512278	-9.644268	11.16478	0.1137431
0.449	-10.207282	-9.3636732	10.045762	0.11002019
0.45	-10.330127	-9.3229036	9.7764683	0.1117368
0.451	-10.120092	-9.1749535	9.4374371	0.11154905
0.452	-10.164438	-9.1395483	10.641212	0.1085557
0.453	-10.165511	-9.0881214	10.72597	0.11241809
0.454	-10.106109	-9.3038063	9.9422293	0.11552945
0.455	-10.049568	-9.3107443	8.9610767	0.11216059
0.456	-10.137044	-9.3570213	10.849352	0.11338368
0.457	-9.6748095	-9.2839937	11.732335	0.11512175
0.458	-9.4580154	-9.2890368	9.6579151	0.11165097
0.459	-9.4775419	-9.2297773	8.884366	0.11175826
0.46	-10.139047	-9.2052088	9.549017	0.11211231
0.461	-10.00043	-9.3091354	10.33705	0.11057809
