Data info
File name: C:\TP_RESA_PERCAGE\TP11\Alu2017-T4-Vc52-f0.05BC-DRY.dxd
Start time: 05/12/2017 11:28:32,094
Number of channels: 4
Sample rate: 1000
Store type: Toujours rapide


Data1

Time [s]	Fx [N]	Fy [N]	Fz [N]	Mz [Nm]
0.13	-7.7556353	-8.0588684	-53.283875	0.054900795
0.131	-7.7629666	-8.0099087	-53.421741	0.055689365
0.132	-7.8172903	-8.0335121	-53.446953	0.054981261
0.133	-7.8413587	-8.0492125	-53.368633	0.056960732
0.134	-7.8025918	-8.045743	-53.607349	0.061118156
0.135	-7.8573089	-8.1142292	-53.345566	0.057051927
0.136	-7.8005176	-8.0159883	-53.418522	0.059304982
0.137	-7.8869205	-8.1369381	-53.185169	0.05803898
0.138	-7.8401785	-8.0468521	-54.014507	0.061434656
0.139	-7.7746253	-8.122633	-53.75058	0.059390813
0.14	-7.8310947	-7.9829435	-53.243107	0.059669763
0.141	-7.8248005	-8.0906258	-53.678696	0.058135539
0.142	-7.8177552	-8.0173473	-53.807442	0.056976825
0.143	-7.8193645	-8.0717783	-53.648655	0.058596879
0.144	-7.8412514	-7.9813342	-53.521519	0.058060437
0.145	-7.8112106	-8.0337267	-53.483967	0.059176236
0.146	-7.8909259	-8.0991373	-53.075737	0.057695657
0.147	-7.8422885	-8.072422	-53.120796	0.056783706
0.148	-7.8254442	-8.0814342	-53.224331	0.057159215
0.149	-7.8584533	-7.9909186	-53.109531	0.059830695
0.15	-7.8461509	-8.0955963	-53.399208	0.05586639
0.151	-7.7917914	-8.1029997	-53.411011	0.057073385
0.152	-7.8302722	-8.0292568	-53.24847	0.059428364
0.153	-7.7902179	-8.0763559	-53.310162	0.058006793
0.154	-7.824729	-7.9966764	-53.218964	0.058800727
0.155	-7.813571	-8.0428467	-53.206089	0.056960732
0.156	-7.8410726	-8.0972776	-53.413692	0.058773905
0.157	-7.8276258	-8.0028992	-53.200726	0.059760958
0.158	-7.8833799	-8.0850105	-53.487724	0.056397468
0.159	-7.8949313	-8.0160246	-53.395454	0.056172162
0.16	-7.7839952	-8.1297503	-53.478603	0.057588369
0.161	-7.7888589	-8.0001097	-53.494698	0.059004575
0.162	-7.804523	-8.0436335	-53.05267	0.058645159
0.163	-7.8220825	-8.0131989	-53.141182	0.058950931
0.164	-7.7551703	-8.0833302	-53.389553	0.057212859
0.165	-7.8438978	-8.00315	-53.224331	0.057057291
0.166	-7.7519159	-8.0214605	-53.091827	0.05508855
0.167	-7.9046946	-8.022068	-53.645973	0.061026961
0.168	-7.8438263	-8.0730658	-53.411549	0.053763539
0.169	-7.7964048	-8.1391916	-53.243641	0.06001845
0.17	-7.8070264	-8.0332975	-53.442661	0.054471642
0.171	-7.8021626	-8.0599051	-53.257053	0.059444457
0.172	-7.81282	-8.0763922	-53.377216	0.060415417
0.173	-7.8088503	-8.093236	-53.409401	0.055544525
0.174	-7.7612858	-8.0775003	-53.233986	0.058993846
0.175	-7.845829	-8.0072985	-53.243107	0.055303127
0.176	-7.8057032	-8.0617294	-53.224331	0.050550252
0.177	-7.805131	-8.0912333	-53.103092	0.054970533
0.178	-7.8320246	-8.0158815	-53.76828	0.05329147
0.179	-7.8125696	-8.125351	-53.365952	0.053430945
0.18	-7.8510504	-7.98348	-53.434616	0.05706802
0.181	-7.8852754	-8.1649761	-53.701225	0.056102425
0.182	-7.8209023	-8.0839024	-53.473774	0.059439093
0.183	-7.8121047	-8.0885153	-53.517765	0.061718971
0.184	-7.8486543	-8.0301151	-53.37775	0.055882484
0.185	-7.7817421	-8.0820427	-53.165321	0.057588369
0.186	-7.8209381	-8.0631599	-53.067154	0.05609706
0.187	-7.7781658	-8.0912333	-53.453926	0.057384521
0.188	-7.8459721	-8.0565434	-53.400818	0.059846789
0.189	-7.8405004	-8.0215673	-54.011292	0.056622773
0.19	-7.8257303	-8.1075058	-53.32679	0.057330877
0.191	-7.8574162	-8.0699549	-53.369167	0.055582076
0.192	-7.7803473	-8.0331545	-53.652946	0.054203421
0.193	-7.8040223	-8.0419168	-53.362194	0.057727844
0.194	-7.8463297	-8.123313	-53.246323	0.056236535
0.195	-7.7156525	-8.0501776	-53.383652	0.057631284
0.196	-7.8097086	-8.0497131	-53.377216	0.05403176
0.197	-7.8133564	-8.0627661	-53.253834	0.057180673
0.198	-7.8195434	-8.0188856	-53.266171	0.055973679
0.199	-7.8294497	-8.0817919	-53.457684	0.054573566
0.2	-7.8392129	-8.092557	-53.768818	0.058650523
0.201	-7.8365307	-7.9936366	-53.792957	0.055024177
0.202	-7.8172903	-8.0923777	-53.630417	0.05605951
0.203	-7.8369956	-8.0803976	-53.347176	0.058414489
0.204	-7.7107172	-8.1426249	-53.441589	0.05614534
0.205	-7.8084927	-8.0010042	-53.724831	0.056118518
0.206	-7.8166466	-8.1039648	-53.455536	0.0579907
0.207	-7.8237634	-8.047102	-53.164249	0.053050071
0.208	-7.7966194	-8.0565434	-53.301579	0.059600025
0.209	-7.8702908	-8.0383043	-53.326252	0.057615191
0.21	-7.7819924	-8.0208521	-53.708199	0.057491809
0.211	-7.8696828	-8.1002102	-53.83802	0.05416587
0.212	-7.8431468	-8.0252514	-54.325108	0.056311637
0.213	-7.7753406	-8.0921993	-54.104095	0.058435947
0.214	-7.7665071	-8.0119114	-53.814953	0.054836422
0.215	-7.8238707	-8.0781441	-53.651337	0.058854371
0.216	-7.7698331	-8.059083	-53.853039	0.059530288
0.217	-7.7887874	-8.0456362	-53.34771	0.059015304
0.218	-7.7518444	-8.086298	-53.37936	0.057583004
0.219	-7.7835302	-7.9930286	-53.148155	0.059417635
0.22	-7.8050237	-8.0754261	-53.505424	0.057475716
0.221	-7.8457932	-8.0937366	-53.188389	0.055447966
0.222	-7.7662568	-8.0006466	-53.47002	0.057100207
0.223	-7.8396063	-8.0685959	-53.419594	0.060495883
0.224	-7.8807693	-8.0494623	-53.791348	0.058650523
0.225	-7.785676	-8.121954	-53.628269	0.05586639
0.226	-7.8199725	-8.055542	-53.356831	0.057287961
0.227	-7.7915769	-8.0841522	-53.407791	0.057534724
0.228	-7.826839	-8.0697041	-53.49255	0.059401542
0.229	-7.6982002	-8.0395203	-53.10363	0.056880265
0.23	-7.8270893	-8.0295782	-53.563896	0.056579858
0.231	-7.7432613	-8.0080137	-53.159958	0.058328658
0.232	-7.8563433	-8.0179558	-53.383652	0.055850297
0.233	-7.861064	-8.080862	-53.48933	0.056043416
0.234	-7.8344922	-8.1043587	-53.393311	0.060629994
0.235	-7.7857475	-8.0220327	-53.343956	0.054536015
0.236	-7.8226905	-8.0211029	-53.735023	0.057228953
0.237	-7.7892165	-8.0447063	-53.606277	0.056220442
0.238	-7.7622871	-8.0978136	-53.461437	0.05858615
0.239	-7.8027706	-8.0686674	-53.0811	0.055067092
0.24	-7.7965121	-7.9719644	-53.181416	0.054943711
0.241	-7.7774863	-8.0353718	-53.206089	0.055775195
0.242	-7.8274469	-8.092557	-53.582672	0.055050999
0.243	-7.7914338	-8.0501776	-53.302113	0.055093914
0.244	-7.8214746	-8.1098661	-53.499523	0.056923181
0.245	-7.8618865	-7.9944234	-53.449635	0.057813674
0.246	-7.8133564	-8.1218462	-53.517227	0.058275014
0.247	-7.7943306	-8.061801	-53.576237	0.055989772
0.248	-7.7223759	-8.0672722	-53.623978	0.056960732
0.249	-7.8926425	-8.0277548	-53.331619	0.053211004
0.25	-7.7921133	-8.0315809	-53.261345	0.054493099
0.251	-7.8205447	-8.1027851	-53.427105	0.05776003
0.252	-7.7877502	-8.0267534	-53.298359	0.057266504
0.253	-7.878552	-8.0748539	-53.497379	0.054273158
0.254	-7.7919703	-8.0261812	-53.685135	0.053919107
0.255	-7.8808408	-8.0950241	-53.711956	0.055405051
0.256	-7.7761989	-8.0425606	-53.530102	0.056944638
0.257	-7.8075986	-8.0680952	-53.869671	0.053978115
0.258	-7.8074555	-8.0091581	-53.625053	0.059036762
0.259	-7.8364234	-8.1106167	-53.260807	0.058022887
0.26	-7.7636819	-8.1069689	-53.699615	0.05647257
0.261	-7.7298503	-8.0284338	-53.927067	0.058146268
0.262	-7.7868204	-8.0658779	-53.593403	0.058199912
0.263	-7.8319888	-8.0852966	-53.837482	0.057588369
0.264	-7.8204732	-8.0473166	-53.338593	0.056842715
0.265	-7.809351	-8.1167679	-53.431934	0.056156069
0.266	-7.8280191	-7.950006	-53.753799	0.05776003
0.267	-7.8266244	-8.0702047	-54.015583	0.057781488
0.268	-7.8975062	-8.0739956	-54.176514	0.056333095
0.269	-7.7240567	-8.1194859	-54.009144	0.056064874
0.27	-7.8032355	-8.0011826	-53.775791	0.061284453
0.271	-7.772408	-8.0693111	-53.289238	0.055281669
0.272	-7.7728729	-8.0642328	-53.516155	0.058924109
0.273	-7.7563863	-8.0259304	-53.126698	0.057931691
0.274	-7.8369956	-8.0908756	-53.498451	0.056960732
0.275	-7.8014474	-7.9601626	-53.577847	0.058468133
0.276	-7.7825646	-8.0728512	-53.592865	0.056504756
0.277	-7.8600268	-8.0864058	-53.758091	0.056767613
0.278	-7.7851396	-8.1302147	-53.427643	0.056134611
0.279	-7.7970486	-7.9952459	-53.60252	0.05513683
0.28	-7.8538399	-8.052145	-53.844994	0.058055073
0.281	-7.7846746	-8.0752831	-53.925461	0.055528432
0.282	-7.7589612	-8.0738525	-53.578918	0.058666617
0.283	-7.7637892	-8.040844	-53.558533	0.056311637
0.284	-7.8196149	-8.067523	-53.454998	0.05573228
0.285	-7.806025	-8.0604057	-53.453926	0.04946664
0.286	-7.8436117	-8.1256018	-53.210381	0.058119446
0.287	-7.8079205	-8.0500345	-53.579453	0.05601123
0.288	-7.7994089	-8.0472097	-53.335911	0.053511411
0.289	-7.8707199	-8.0566511	-53.949062	0.055120736
0.29	-7.7832799	-8.1373672	-53.932968	0.052486807
0.291	-7.7774148	-8.1149797	-53.683525	0.055657178
0.292	-7.7406507	-8.0626593	-53.490406	0.056129247
0.293	-7.8814845	-8.068882	-53.398674	0.054841787
0.294	-7.7754836	-8.0480318	-53.773647	0.056998283
0.295	-7.7868204	-8.1100807	-53.818172	0.056751519
0.296	-7.7496629	-8.0580454	-53.611641	0.056923181
0.297	-7.8334193	-8.0668793	-53.628807	0.052803308
0.298	-7.838748	-8.028327	-53.521519	0.056467205
0.299	-7.8339915	-8.105896	-53.189999	0.055217296
0.3	-7.7981572	-8.0487118	-53.671722	0.056322366
0.301	-7.7713709	-8.0640535	-53.443733	0.058258921
0.302	-7.8236203	-8.0723505	-53.529564	0.058983117
0.303	-7.799087	-8.1382971	-53.303188	0.054085404
0.304	-7.7159028	-8.0948811	-53.466267	0.056333095
0.305	-7.776628	-8.0442057	-53.599304	0.059541017
0.306	-7.8142147	-8.0478172	-53.637928	0.057057291
0.307	-7.8077059	-8.0667715	-53.453392	0.056467205
0.308	-7.8260164	-8.0708847	-53.672794	0.05822137
0.309	-7.8289847	-8.0694895	-53.464119	0.058146268
0.31	-7.8670721	-8.0430613	-53.650265	0.053693801
0.311	-7.8459363	-8.0882654	-53.72805	0.051145703
0.312	-7.8218679	-8.1056099	-53.766136	0.05826965
0.313	-7.7081065	-8.0954895	-53.736633	0.058661252
0.314	-7.8684669	-8.0523596	-53.354149	0.056102425
0.315	-7.8056674	-8.0155239	-53.379898	0.055979043
0.316	-7.8300934	-8.1043224	-53.566578	0.05771175
0.317	-7.7555637	-8.0386982	-53.333763	0.054648668
0.318	-7.8426461	-8.0629807	-53.313915	0.05716458
0.319	-7.7960114	-8.0413799	-53.472702	0.053447038
0.32	-7.8342776	-8.1028204	-53.637928	0.059353262
0.321	-7.8445058	-8.0514297	-53.609493	0.055571347
0.322	-7.7596407	-8.0819349	-53.685669	0.056805164
0.323	-7.7998381	-8.0240355	-53.439442	0.058409125
0.324	-7.8239064	-8.1056099	-53.247398	0.055110008
0.325	-7.7655416	-8.0979929	-53.375607	0.056488663
0.326	-7.8136067	-8.0780373	-53.296211	0.059782416
0.327	-7.8399639	-8.0745678	-53.542439	0.058709532
0.328	-7.7986579	-8.048604	-53.619686	0.057035834
0.329	-7.8471165	-8.0633383	-52.898174	0.060259849
0.33	-7.7827792	-8.0047235	-52.600983	0.054595023
0.331	-7.826231	-7.9245429	-52.101021	0.057958513
0.332	-7.8537683	-7.915781	-51.37468	0.060726553
0.333	-7.9946737	-7.9122405	-51.020626	0.056826621
0.334	-7.8486185	-7.9389195	-50.857014	0.055898577
0.335	-7.9503994	-7.8899245	-50.633854	0.058822185
0.336	-7.9443555	-7.8267674	-49.866203	0.058543235
0.337	-8.0342636	-7.7931504	-49.91824	0.057464987
0.338	-8.0339413	-7.8140001	-49.94989	0.056735426
0.339	-8.1367235	-7.8347068	-50.149982	0.055673271
0.34	-8.29737	-7.634006	-49.327618	0.052277595
0.341	-8.43402	-7.6878648	-48.609856	0.056445748
0.342	-8.5806475	-7.7229123	-47.73975	0.056188256
0.343	-8.5300789	-7.714365	-45.678204	0.055211931
0.344	-8.3263025	-7.6273541	-44.336563	0.059283525
0.345	-8.203064	-7.708035	-43.272263	0.056257993
0.346	-8.2007389	-7.7646832	-42.339924	0.059991628
0.347	-8.1253157	-7.8991513	-42.194012	0.058945566
0.348	-7.9106312	-7.7935081	-41.522926	0.059583932
0.349	-7.8955393	-7.6754551	-41.61573	0.059809238
0.35	-7.7031355	-7.5987082	-40.764931	0.057776123
0.351	-7.655714	-7.6534967	-39.874439	0.058328658
0.352	-7.7177982	-7.5981002	-40.225807	0.060270578
0.353	-7.8692894	-7.5573664	-39.408272	0.056290179
0.354	-7.7689748	-7.5486403	-39.601925	0.057212859
0.355	-7.7352505	-7.5276475	-38.339142	0.055571347
0.356	-7.9687815	-7.504509	-37.565056	0.059841424
0.357	-8.1651554	-7.4160676	-36.951904	0.059444457
0.358	-8.3803759	-7.4765067	-35.164478	0.060957223
0.359	-8.3025913	-7.5177412	-35.565739	0.058430582
0.36	-8.1028919	-7.5910192	-34.592632	0.059895068
0.361	-8.382021	-7.518528	-34.352306	0.061118156
0.362	-8.7008457	-7.4392419	-34.037952	0.060056001
0.363	-8.7676868	-7.4306231	-33.173206	0.057438165
0.364	-8.7397919	-7.4448566	-31.854633	0.061493665
0.365	-8.7420444	-7.5237136	-31.284933	0.059031397
0.366	-8.8460426	-7.4973922	-30.958241	0.060860664
0.367	-9.095417	-7.5335484	-30.164307	0.061670691
0.368	-9.4022617	-7.6077919	-29.31941	0.059685856
0.369	-9.2743025	-7.7006679	-29.164915	0.058859736
0.37	-9.1654043	-7.7434759	-28.530304	0.060731918
0.371	-9.2977266	-7.6983075	-29.3752	0.061434656
0.372	-8.9854107	-7.9526167	-28.32753	0.060785562
0.373	-8.8350639	-7.9427104	-27.453129	0.060683638
0.374	-9.1956959	-7.7132206	-26.882891	0.060871392
0.375	-9.4856958	-7.6982002	-24.887865	0.062217861
0.376	-9.7172956	-7.5778942	-23.365978	0.060270578
0.377	-9.8998652	-7.5840812	-22.715275	0.064036399
0.378	-10.168086	-7.4964981	-22.466366	0.061568767
0.379	-10.294507	-7.5783949	-23.210947	0.062700659
0.38	-9.8268728	-7.6583247	-23.740416	0.061901361
0.381	-9.7796659	-7.6525311	-23.257082	0.060415417
0.382	-9.6936569	-7.3974352	-24.202827	0.061440021
0.383	-10.15657	-7.3029499	-22.9438	0.06066218
0.384	-10.110293	-7.3381405	-21.571581	0.062813312
0.385	-9.8442898	-7.4339132	-20.831291	0.065221936
0.386	-9.9792585	-7.4759345	-19.386118	0.063231736
0.387	-10.161469	-7.4591618	-19.665604	0.064197332
0.388	-9.4151363	-7.6365094	-19.255226	0.063950568
0.389	-9.1626511	-7.6998453	-17.305796	0.062834769
0.39	-9.4478235	-7.6130133	-16.577309	0.0652273
0.391	-9.5489607	-7.7362518	-16.1562	0.065103918
0.392	-9.6765261	-7.9975348	-17.199581	0.068086535
0.393	-9.9388103	-8.133255	-17.340664	0.066353828
0.394	-10.004793	-8.189724	-16.908829	0.063435584
0.395	-9.7877483	-8.4341631	-15.962009	0.064267069
0.396	-9.4579802	-8.4569798	-15.3966	0.062078387
0.397	-9.698699	-8.4566574	-15.889053	0.063489228
0.398	-10.574458	-8.4875565	-15.042548	0.065264851
0.399	-10.775553	-8.3649263	-13.548557	0.063575059
0.4	-10.749017	-8.3818779	-13.664966	0.068960935
0.401	-10.672842	-8.3221893	-14.002387	0.069540292
0.402	-10.110723	-8.3228331	-14.527564	0.065806657
0.403	-10.241185	-7.9579811	-15.62566	0.065999776
0.404	-10.2787	-8.2799177	-15.4025	0.063998848
0.405	-10.255919	-8.359848	-15.606885	0.064690858
0.406	-10.189329	-8.3452568	-16.30265	0.065034181
0.407	-10.457979	-8.4005098	-15.948062	0.065350682
0.408	-10.410736	-8.268116	-15.45239	0.066498667
0.409	-10.478828	-8.2293491	-14.706736	0.068161637
0.41	-11.183856	-8.3012323	-14.512544	0.069384724
0.411	-10.795365	-8.610116	-15.582209	0.068783909
0.412	-10.345362	-8.6730223	-13.714854	0.067169219
0.413	-11.073886	-8.4982853	-13.571088	0.067448169
0.414	-11.177848	-8.8215094	-13.137107	0.06918624
0.415	-10.781418	-8.8416796	-13.795857	0.068547875
0.416	-10.842358	-8.8233337	-12.595837	0.072313696
0.417	-10.647522	-8.7832794	-11.740212	0.066107064
0.418	-10.50658	-8.824049	-11.813704	0.070141107
0.419	-10.35348	-9.0421658	-10.689322	0.06964758
0.42	-9.8070965	-9.2814903	-11.646335	0.06812945
0.421	-9.5209579	-9.1627226	-12.48533	0.07089749
0.422	-9.7249136	-8.8431101	-12.573843	0.071718246
0.423	-9.7725134	-9.046422	-12.238566	0.072152764
0.424	-9.8239403	-8.9520082	-11.511688	0.076878816
0.425	-9.3553762	-8.8942156	-11.912947	0.071348101
0.426	-9.6837502	-8.5922346	-13.380115	0.075339228
0.427	-9.8017321	-8.5425243	-12.32708	0.070446879
0.428	-9.3785505	-8.6119394	-11.85662	0.071165711
0.429	-9.5384817	-8.424614	-10.143762	0.071332008
0.43	-9.1976624	-8.3437185	-10.251586	0.071487576
0.431	-9.178422	-8.3203659	-9.89217	0.075575262
0.432	-9.648488	-8.334528	-11.009579	0.072710663
0.433	-9.7341404	-8.3908186	-11.838381	0.076331645
0.434	-10.048424	-8.2484827	-11.488621	0.076953918
0.435	-10.462521	-8.3561287	-10.799829	0.078257471
0.436	-10.374187	-8.3621721	-10.804121	0.070634633
0.437	-10.029326	-8.5938797	-10.701661	0.073869377
0.438	-9.7963314	-8.7578878	-10.102992	0.075215846
0.439	-9.7579937	-8.9201078	-10.306303	0.072260052
0.44	-9.6140842	-8.8460789	-9.1191578	0.079298168
0.441	-10.008512	-8.9922771	-8.6481619	0.075092465
0.442	-10.124634	-9.0208874	-9.3171043	0.076809078
0.443	-9.9638443	-8.9072332	-8.6159754	0.079067498
0.444	-10.283171	-8.896862	-8.3740396	0.080612451
0.445	-10.07335	-9.0200644	-7.6074643	0.083616525
0.446	-9.6644745	-9.0930567	-7.5248523	0.082366616
0.447	-9.76647	-9.0358362	-8.6084652	0.079544932
0.448	-9.3286257	-9.0718489	-8.555357	0.076310188
0.449	-9.8280535	-8.7560997	-9.4276114	0.074947625
0.45	-9.8041277	-8.8901024	-8.5698414	0.07845059
0.451	-9.3026266	-8.9505415	-8.7254095	0.078842193
0.452	-9.1758118	-8.7446556	-8.6604996	0.078847557
0.453	-9.4564781	-8.6495619	-8.9839745	0.079094321
0.454	-10.441707	-8.5702763	-7.3762579	0.082066208
0.455	-9.5524292	-8.6089001	-6.5211697	0.080472976
0.456	-9.6471653	-8.431695	-6.4653797	0.082661659
0.457	-9.9876623	-8.4662781	-6.3173218	0.082270056
0.458	-10.017059	-8.5425596	-5.9600515	0.084093958
0.459	-9.9540453	-8.5364447	-5.9289379	0.077780038
