Data info
File name: C:\TP_RESA_PERCAGE\TP11\Alu2017-T4-Vc61-f0.0625BC-DRY.dxd
Start time: 05/12/2017 11:37:29,333
Number of channels: 4
Sample rate: 1000
Store type: Toujours rapide


Data1

Time [s]	Fx [N]	Fy [N]	Fz [N]	Mz [Nm]
0.042	-8.5879068	-8.2711563	-38.61702	0.26081935
0.043	-8.6126194	-8.2837801	-38.75864	0.26088908
0.044	-8.5885506	-8.2724791	-38.724308	0.2611734
0.045	-8.5943441	-8.2876425	-38.356846	0.25853947
0.046	-8.5829	-8.1836805	-38.233463	0.25823906
0.047	-8.6361866	-8.2843885	-38.779026	0.26099637
0.048	-8.5271463	-8.2733021	-38.625065	0.26383415
0.049	-8.5703478	-8.2365732	-38.376694	0.25863066
0.05	-8.6595402	-8.2410793	-38.477543	0.26295975
0.051	-8.5028629	-8.1655846	-37.776951	0.26416674
0.052	-8.5557919	-8.2059965	-38.272087	0.26053503
0.053	-8.5959892	-8.2656841	-38.823551	0.26218727
0.054	-8.603178	-8.1989155	-38.338608	0.2593334
0.055	-8.6016045	-8.3124981	-38.512413	0.25997713
0.056	-8.5475311	-8.2704411	-38.511875	0.25956407
0.057	-8.5692749	-8.2404718	-38.731281	0.2630724
0.058	-8.5964184	-8.2564936	-38.521534	0.26081935
0.059	-8.5237131	-8.2995157	-38.407806	0.25896326
0.06	-8.6036425	-8.2507353	-37.988846	0.26143089
0.061	-8.624135	-8.291791	-37.947002	0.26096955
0.062	-8.5900888	-8.284996	-38.439995	0.26023999
0.063	-8.6253862	-8.2238064	-38.409954	0.26241794
0.064	-8.608614	-8.19491	-39.099281	0.25912419
0.065	-8.6840019	-8.2540617	-38.795116	0.25822297
0.066	-8.6021051	-8.2920418	-38.611118	0.25921538
0.067	-8.5657701	-8.2977276	-38.682465	0.26150063
0.068	-8.5913401	-8.2211237	-37.920719	0.25963381
0.069	-8.6254578	-8.2497702	-37.890678	0.25960162
0.07	-8.5266457	-8.1774216	-38.299984	0.25934413
0.071	-8.5972414	-8.1838951	-38.181965	0.25744513
0.072	-8.6561785	-8.282958	-38.47057	0.25656536
0.073	-8.6398706	-8.2437258	-38.662617	0.26259497
0.074	-8.5713129	-8.2925425	-38.573032	0.26003078
0.075	-8.514164	-8.2301006	-38.683537	0.26277199
0.076	-8.5814342	-8.161972	-38.405125	0.26218191
0.077	-8.5963116	-8.3344564	-38.547283	0.25725201
0.078	-8.5041504	-8.2597837	-37.898724	0.26250914
0.079	-8.5840445	-8.235465	-38.245266	0.25777772
0.08	-8.6155157	-8.2624302	-38.28389	0.26367322
0.081	-8.6237774	-8.1718788	-38.11652	0.25958553
0.082	-8.5422382	-8.2790594	-38.551037	0.25831416
0.083	-8.610795	-8.1876497	-38.50222	0.26456907
0.084	-8.6671219	-8.2381115	-39.030617	0.26143089
0.085	-8.5192785	-8.3278046	-38.784389	0.26066378
0.086	-8.593236	-8.2678299	-38.346653	0.26205853
0.087	-8.6137638	-8.2059603	-38.062874	0.26264325
0.088	-8.5310087	-8.2078915	-37.914818	0.26125386
0.089	-8.6041431	-8.2411871	-38.281208	0.26225165
0.09	-8.5778217	-8.2680807	-38.25975	0.26135579
0.091	-8.5888014	-8.2000599	-38.715187	0.25963917
0.092	-8.6314659	-8.3092794	-38.563374	0.26088908
0.093	-8.551465	-8.3092794	-39.116982	0.26105002
0.094	-8.5920553	-8.1802473	-38.580006	0.26174739
0.095	-8.613656	-8.2827435	-38.300518	0.25914028
0.096	-8.5694895	-8.2712278	-38.562302	0.26255205
0.097	-8.573781	-8.2391481	-38.630432	0.26145771
0.098	-8.6298571	-8.2634668	-38.788143	0.25818542
0.099	-8.5946665	-8.2253799	-38.523678	0.26031509
0.1	-8.5829716	-8.1498842	-37.335461	0.25811568
0.101	-8.663331	-8.1311092	-37.377304	0.26011124
0.102	-8.6504917	-8.0491047	-36.549572	0.26225165
0.103	-8.5998163	-8.1330404	-36.246483	0.26523963
0.104	-8.5276108	-8.0626945	-35.712189	0.26298121
0.105	-8.5968838	-7.9829435	-35.651569	0.26009515
0.106	-8.5822563	-8.0598335	-34.472469	0.26366785
0.107	-8.5746393	-7.9837661	-33.6898	0.26298657
0.108	-8.8330965	-8.0132351	-33.105618	0.25917783
0.109	-8.9264374	-7.9071622	-32.812183	0.25992349
0.11	-8.726881	-7.847188	-31.337503	0.2597411
0.111	-8.7187271	-7.9257946	-30.777996	0.25937095
0.112	-8.7024908	-7.8413944	-29.149359	0.26227847
0.113	-8.6899385	-7.9006534	-27.485315	0.26494458
0.114	-8.735321	-7.9447489	-25.816444	0.26277199
0.115	-8.7818489	-7.8709702	-25.034849	0.26323333
0.116	-8.9490395	-7.734571	-23.307507	0.26652172
0.117	-8.8535175	-7.7690463	-22.108559	0.26209608
0.118	-8.6608992	-7.9705696	-21.243279	0.26010051
0.119	-8.6916552	-7.9593759	-19.603912	0.26736394
0.12	-9.0271816	-7.888494	-18.551414	0.26464954
0.121	-9.095274	-7.964776	-17.222647	0.26287928
0.122	-9.1671925	-7.9649191	-15.365486	0.26630178
0.123	-9.312604	-8.0061893	-13.645654	0.26540592
0.124	-9.2666845	-7.9650264	-12.493377	0.26144698
0.125	-9.4070177	-7.7793102	-12.119476	0.26609257
0.126	-9.2302065	-7.707427	-10.318105	0.26535764
0.127	-9.1866121	-7.6747398	-9.1846037	0.26675239
0.128	-9.6459494	-7.4594836	-8.7908554	0.26384488
0.129	-9.6930847	-7.3846321	-8.4958124	0.26421502
0.13	-9.0638742	-7.6161604	-8.80373	0.26977256
0.131	-8.9826927	-7.6277475	-6.5136595	0.26855484
0.132	-9.0443115	-7.6090078	-4.8345966	0.2673693
0.133	-9.2662201	-7.5884442	-3.414099	0.27115121
0.134	-9.8474722	-7.4562292	-3.2091782	0.26901081
0.135	-9.9563341	-7.721446	-3.9559052	0.2698423
0.136	-10.460912	-7.7354293	-3.7005589	0.27175739
0.137	-10.440991	-7.9860191	-2.6947305	0.27081862
0.138	-10.011695	-8.2039938	-2.3143933	0.27324334
0.139	-11.093877	-7.9585176	-2.289717	0.27012125
0.14	-11.820041	-7.9937439	-0.81664771	0.27221873
0.141	-12.284205	-7.9169612	-0.29522628	0.27566805
0.142	-12.321864	-8.0633383	-0.10854451	0.27331308
0.143	-12.154744	-8.3190422	-0.36925524	0.2738978
0.144	-12.480329	-8.1948023	-0.017885851	0.27254596
0.145	-12.235533	-8.3161097	0.56415349	0.27168766
0.146	-11.575352	-8.2974777	1.1381463	0.27708426
0.147	-11.603139	-8.1665497	0.70684701	0.27601674
0.148	-11.763142	-8.1132994	2.0543888	0.27671948
0.149	-11.908052	-8.1469517	2.6546671	0.27626351
0.15	-12.427328	-8.0468521	4.2334156	0.2769877
0.151	-12.007295	-8.4449272	6.1651425	0.28095201
0.152	-11.688434	-8.6375103	8.2792597	0.27941242
0.153	-11.42454	-8.786212	9.5736933	0.28059795
0.154	-11.707566	-8.9139566	8.6435032	0.28219119
0.155	-11.439918	-8.9794741	10.503883	0.28028145
0.156	-11.323009	-8.8160734	12.1175	0.27736321
0.157	-11.093376	-8.8421087	10.756548	0.28105393
0.158	-12.342392	-8.8159666	10.035033	0.27897254
0.159	-12.181602	-8.9694958	10.883684	0.28029755
0.16	-11.584256	-8.9899168	11.805828	0.28204635
0.161	-11.409341	-9.0744953	12.614782	0.28337672
0.162	-11.085938	-9.0169535	11.120255	0.28218582
0.163	-10.638796	-8.7364302	11.077876	0.28234676
0.164	-11.123274	-8.6138706	12.831505	0.28185859
0.165	-11.30098	-8.7665062	13.542827	0.2813758
0.166	-11.49628	-9.0001087	13.877029	0.28600529
0.167	-11.62449	-8.9807615	12.352999	0.28069988
0.168	-11.290322	-8.95891	11.260266	0.28177813
0.169	-11.312567	-8.8249788	11.334295	0.28514162
0.17	-11.477182	-8.7432966	12.916799	0.2807267
0.171	-11.495922	-8.7991934	14.205869	0.28291538
0.172	-11.819898	-9.2879992	15.014823	0.28465346
0.173	-11.190616	-9.4176035	15.158589	0.28142408
0.174	-11.058794	-9.1998081	15.770133	0.28611258
0.175	-10.729562	-8.8461142	17.810221	0.28588191
0.176	-11.028253	-8.7626085	16.884323	0.28662756
0.177	-11.394213	-8.785675	16.962107	0.28608039
0.178	-11.361061	-8.9310513	16.565676	0.28751805
0.179	-11.187325	-9.3192205	16.74914	0.289004
0.18	-10.554932	-9.2852459	19.509668	0.28781846
0.181	-10.625885	-8.7064247	19.745167	0.28980866
0.182	-10.912095	-8.7293491	19.530054	0.29462591
0.183	-10.880087	-8.7550983	19.511278	0.28799549
0.184	-11.037872	-9.1126547	19.797737	0.28902009
0.185	-11.026929	-9.3288403	17.896587	0.28750196
0.186	-10.802732	-9.4291553	18.498476	0.29118732
0.187	-11.355625	-9.3888865	18.970009	0.29322043
0.188	-10.95433	-9.0906963	21.02297	0.29221728
0.189	-11.344646	-9.0093355	21.968718	0.29268399
0.19	-11.708604	-9.4106655	22.067959	0.29104784
0.191	-11.025856	-9.4338045	20.105656	0.29245332
0.192	-11.191581	-9.2286692	22.742804	0.29226556
0.193	-11.36149	-9.1528873	22.389824	0.29143408
0.194	-9.900938	-9.2690449	22.219772	0.29317215
0.195	-10.055076	-8.9273319	23.595745	0.29577926
0.196	-10.480974	-8.814929	22.571142	0.29301658
0.197	-11.902867	-8.8348846	20.241911	0.29189542
0.198	-11.709641	-9.3265877	21.568533	0.29722765
0.199	-10.739647	-9.1814976	24.677212	0.29538229
0.2	-11.089442	-9.0827923	26.439425	0.29343501
0.201	-10.666869	-9.3957529	24.57958	0.29307023
0.202	-10.195587	-9.4159584	23.487385	0.29230848
0.203	-10.912238	-9.1604691	23.876841	0.29237822
0.204	-11.896358	-9.3586664	22.564169	0.29977575
0.205	-12.191187	-9.4560843	23.266371	0.30089691
0.206	-11.00236	-9.6480236	23.464853	0.29727057
0.207	-9.9204645	-9.3772278	23.572142	0.29857948
0.208	-10.584686	-9.0418081	26.726419	0.29959872
0.209	-10.821115	-9.3206511	27.727421	0.29894426
0.21	-11.214827	-9.0393047	26.141699	0.29936269
0.211	-11.192976	-8.9281187	24.390753	0.30077353
0.212	-11.476467	-9.1029625	22.109802	0.30060723
0.213	-11.524354	-9.2914324	23.49114	0.30040875
0.214	-10.814283	-9.2197285	23.119923	0.299647
0.215	-9.9105577	-8.9366302	23.489531	0.30118123
0.216	-11.181317	-9.0284691	25.510307	0.30177131
0.217	-10.991381	-9.4541178	27.016636	0.3074415
0.218	-10.23042	-9.4552622	25.890644	0.30541375
0.219	-10.43012	-9.3463287	25.743122	0.30555859
0.22	-10.59613	-9.5408421	24.464781	0.30242041
0.221	-10.798762	-9.3815908	23.114021	0.299647
0.222	-11.205493	-9.3152151	22.282	0.30273691
0.223	-11.726449	-9.3881712	24.177248	0.30552104
0.224	-11.227344	-9.4915972	27.249451	0.3036274
0.225	-10.830914	-9.5297203	25.208826	0.30533865
0.226	-9.9477873	-9.2903595	25.140697	0.30996278
0.227	-10.796295	-8.9954243	26.627178	0.30629888
0.228	-10.619412	-9.1560707	26.493069	0.30663684
0.229	-10.631786	-9.2237692	26.381489	0.30617014
0.23	-10.589586	-9.5047579	26.670094	0.30345038
0.231	-11.811672	-9.5682726	24.59621	0.30905619
0.232	-11.410592	-9.6325741	26.896473	0.30968919
0.233	-10.660575	-9.4873772	28.443033	0.30782238
0.234	-11.189829	-9.2580662	29.395754	0.3103973
0.235	-12.068484	-9.3859539	27.463491	0.31338528
0.236	-11.321722	-9.8913536	29.183861	0.31712428
0.237	-10.895894	-9.641407	28.1555	0.31321362
0.238	-10.86571	-9.5256071	26.006516	0.31407729
0.239	-10.622738	-9.3069534	26.832636	0.30913129
0.24	-10.715149	-9.2962246	24.373051	0.31388953
0.241	-10.184537	-9.4291906	24.900372	0.31346038
0.242	-10.756205	-9.1704826	26.061232	0.31534865
0.243	-11.96935	-9.5018606	27.68075	0.31363741
0.244	-10.516845	-9.923111	26.594992	0.3184332
0.245	-10.394321	-9.3980417	29.178495	0.31781629
0.246	-11.023067	-9.2831001	29.89089	0.31590119
0.247	-11.060654	-9.3299847	29.454227	0.31543985
0.248	-11.410843	-9.5635519	28.103466	0.31191543
0.249	-11.301838	-9.6592884	29.703672	0.31362131
0.25	-10.858629	-9.3740091	28.408165	0.31643227
0.251	-11.561547	-9.3321304	26.684042	0.31765535
0.252	-10.890816	-9.4321232	27.75478	0.31797186
0.253	-10.3788	-9.0546112	29.003616	0.3223224
0.254	-10.968529	-9.0415583	29.730494	0.32302514
0.255	-10.813175	-9.5005732	30.873652	0.31922176
0.256	-11.010049	-9.3959675	31.249161	0.31924859
0.257	-10.176991	-9.3014107	31.255598	0.32102957
0.258	-10.49156	-8.8687162	31.597311	0.32158211
0.259	-11.754845	-9.1056089	31.271692	0.32001033
0.26	-11.117552	-9.4956379	28.058941	0.32119051
0.261	-9.0077267	-9.4835148	29.243942	0.3247954
0.262	-10.115622	-9.3568068	28.87487	0.32785848
0.263	-10.619448	-9.3921766	28.247232	0.3237547
0.264	-10.614477	-9.2600327	29.625351	0.32753661
0.265	-10.639153	-8.9979992	31.297977	0.32631889
0.266	-11.064945	-9.1134768	30.833418	0.32634035
0.267	-11.255739	-9.559761	30.801231	0.32984331
0.268	-10.634969	-9.5738869	31.261499	0.32638326
0.269	-9.5687733	-9.4208937	30.879017	0.3305836
0.27	-9.4945297	-9.0793953	33.583218	0.33003107
0.271	-9.9944935	-8.8194351	32.944317	0.33298686
0.272	-10.215651	-8.7945089	30.604895	0.33236459
0.273	-9.7722988	-9.1473446	30.596312	0.33400074
0.274	-9.3019466	-9.5385895	31.931515	0.33192471
0.275	-9.9227171	-9.3007307	31.944925	0.32784238
0.276	-10.039483	-9.3094568	33.935661	0.3265442
0.277	-9.585331	-9.0495329	32.42075	0.32862023
0.278	-9.4355211	-8.8731155	31.993742	0.33212319
0.279	-10.337244	-8.7064247	31.539375	0.33142582
0.28	-11.281525	-8.9130621	33.871288	0.33750907
0.281	-11.373542	-9.2296705	31.980867	0.3369619
0.282	-10.379587	-9.3035564	30.327555	0.33603385
0.283	-10.317503	-8.6526022	31.84783	0.33386663
0.284	-11.556827	-8.6831789	30.704136	0.33370569
0.285	-11.024104	-9.0990648	29.130217	0.32715574
0.286	-10.520993	-9.0224247	25.858458	0.32658175
0.287	-11.706816	-9.207962	24.38056	0.32730594
0.288	-11.60414	-9.5577583	19.421156	0.31931832
0.289	-10.837065	-9.5843296	17.881567	0.31667903
0.29	-11.45036	-9.5311508	17.661627	0.31018808
0.291	-11.357162	-9.361742	12.090678	0.30032292
0.292	-12.671267	-9.4937429	8.0314236	0.29288784
0.293	-11.285244	-10.620378	1.7196492	0.28646663
0.294	-11.113546	-10.232674	-9.3991804	0.27978256
0.295	-10.733746	-10.288607	-20.763163	0.27352765
0.296	-10.483191	-10.026429	-26.354496	0.27081862
0.297	-9.9443541	-9.2978697	-29.294197	0.26466563
0.298	-10.137794	-8.9506845	-28.977697	0.26575997
0.299	-9.920393	-9.154068	-26.28476	0.267203
0.3	-10.201023	-9.4701033	-22.75819	0.26961699
0.301	-9.4138126	-9.9143848	-18.204872	0.27193442
0.302	-9.336422	-9.0646963	-14.640753	0.27688578
0.303	-9.7716913	-9.0531807	-15.229766	0.2774705
0.304	-9.4803677	-9.2006311	-20.153765	0.27609184
0.305	-9.9519711	-8.8853817	-28.049652	0.26758388
0.306	-10.340999	-9.0363007	-32.629791	0.26183322
0.307	-10.024034	-9.1095076	-32.426479	0.26241794
0.308	-10.330484	-9.0325098	-30.814474	0.26756242
0.309	-10.24587	-8.9948158	-29.605869	0.26808813
0.31	-10.447429	-8.6713419	-25.051479	0.26926294
0.311	-10.811565	-9.4779358	-20.273392	0.27720228
0.312	-10.200236	-9.8247986	-21.294241	0.27154818
0.313	-9.9466066	-9.4373446	-23.654049	0.27111903
0.314	-10.12796	-9.8585234	-28.245991	0.26276663
0.315	-9.5000725	-9.5897303	-31.341259	0.26441351
0.316	-9.2053156	-8.9432821	-32.567028	0.26207998
0.317	-9.5856533	-8.9278679	-32.820766	0.2613236
0.318	-9.4709978	-8.9794741	-32.796089	0.26072279
0.319	-9.6431236	-9.243475	-32.750492	0.26435986
0.32	-9.3445759	-9.1127615	-34.004158	0.26243404
0.321	-9.1113672	-8.2321749	-34.613556	0.25996104
0.322	-9.2505198	-8.5961323	-34.9837	0.26128605
0.323	-9.140871	-8.2818851	-36.808136	0.25860921
0.324	-9.3830566	-8.2784872	-36.956734	0.25937095
0.325	-9.5346909	-8.3175764	-36.489491	0.26214436
0.326	-9.5162735	-8.3522663	-36.557083	0.26116267
0.327	-9.7518787	-8.3568792	-36.124176	0.26150063
0.328	-9.4435673	-8.2059965	-37.194912	0.26298121
0.329	-9.60847	-8.3142147	-36.528652	0.26448324
0.33	-10.392211	-8.9556198	-36.050144	0.25975719
0.331	-9.9765759	-8.6637955	-36.783463	0.26448324
0.332	-9.9711046	-8.6963758	-36.839787	0.26412919
0.333	-9.6753464	-8.7618933	-37.163799	0.26446179
0.334	-8.9758978	-8.305274	-38.092915	0.260932
0.335	-8.9545832	-8.1776724	-38.099354	0.26207462
0.336	-9.1127615	-8.4272604	-37.883167	0.260932
0.337	-9.4359856	-8.5545759	-37.665371	0.26221946
0.338	-9.8133545	-8.8805542	-36.624138	0.26223555
0.339	-8.9624147	-8.3429317	-38.086479	0.26167229
0.34	-8.863781	-8.3028774	-38.3606	0.25750414
0.341	-8.7361441	-8.2812767	-38.383667	0.26018634
0.342	-8.6381893	-8.1683025	-38.944248	0.25923148
0.343	-8.7112532	-8.2127914	-39.163654	0.25755242
0.344	-8.7661486	-8.1828222	-38.613266	0.25839999
0.345	-9.0146999	-8.2796679	-38.209862	0.26312605
0.346	-9.1642246	-8.1969128	-38.478619	0.25934413
0.347	-9.5207796	-8.26336	-37.776951	0.25849119
0.348	-10.500644	-8.9013681	-35.973434	0.26149526
0.349	-11.023067	-9.7329597	-34.012741	0.25910273
0.35	-10.653172	-9.7271309	-30.547325	0.26575997
0.351	-10.754416	-9.9576216	-24.333183	0.26707962
0.352	-10.316216	-10.033153	-19.068544	0.27148917
0.353	-10.47958	-9.665082	-12.220864	0.27141407
0.354	-11.502825	-9.6153717	-2.0971344	0.2792944
0.355	-11.245118	-9.5038996	4.6464758	0.28652564
0.356	-11.333917	-9.4944935	9.7893429	0.30060723
0.357	-10.566984	-9.8214369	18.906708	0.31029001
0.358	-10.101782	-9.0418444	26.856775	0.32028928
0.359	-11.322723	-9.2617493	33.535477	0.32635644
0.36	-10.110365	-9.4419222	36.309418	0.33240214
0.361	-10.155747	-9.0705261	39.761955	0.34455255
0.362	-11.072956	-9.0581522	43.449993	0.35212174
0.363	-11.585901	-9.2665777	42.670006	0.35247579
0.364	-11.967633	-9.5796089	44.013794	0.360796
0.365	-10.493849	-9.3872766	45.311447	0.35470203
0.366	-11.412237	-9.1040354	44.215496	0.35823181
0.367	-12.265645	-9.7857819	43.769714	0.35708919
0.368	-12.542341	-10.040914	44.987434	0.3532429
0.369	-12.615726	-10.049568	45.905823	0.35192862
0.37	-12.452827	-10.20932	45.947666	0.35632744
0.371	-11.343573	-10.394643	47.666962	0.3596212
0.372	-10.178993	-9.921072	48.547264	0.35685852
0.373	-10.117124	-9.3075972	47.952351	0.36165431
0.374	-10.494386	-9.0839729	44.226223	0.35926715
0.375	-10.109364	-9.1076117	44.89624	0.35707846
0.376	-10.487483	-9.0248213	44.089432	0.3588219
0.377	-10.180245	-8.858345	44.201012	0.36013618
0.378	-11.165367	-8.8388548	44.431145	0.35525993
0.379	-11.445783	-9.0323668	44.019157	0.35861269
0.38	-10.977112	-8.7314234	41.707092	0.35816744
0.381	-11.754845	-8.7514858	48.016186	0.36400929
0.382	-11.456798	-9.3011961	48.303181	0.36337629
0.383	-11.496137	-9.46313	45.743282	0.36507681
0.384	-11.732493	-9.3476877	46.407932	0.36599413
0.385	-12.012015	-9.1145496	45.56089	0.36190644
0.386	-11.606071	-9.2373238	43.837303	0.36232486
0.387	-11.611364	-9.4061241	45.803364	0.36411658
0.388	-11.13622	-9.7350702	46.310303	0.36517873
0.389	-11.788426	-9.9673853	41.795071	0.36398783
0.39	-12.360202	-10.137616	41.394886	0.37042513
0.391	-11.417459	-10.054289	43.720898	0.36679879
0.392	-11.160289	-9.5938425	45.48418	0.36807552
0.393	-11.631928	-9.7562056	45.76796	0.36966339
0.394	-10.79279	-9.8309498	47.398205	0.3671582
0.395	-11.083076	-9.4361649	47.628876	0.37097767
0.396	-11.13386	-9.4356995	47.002846	0.36486223
0.397	-11.280666	-9.3408213	48.350388	0.37248507
0.398	-9.9603043	-9.2755899	47.047909	0.3708382
0.399	-10.062693	-8.9789371	45.974487	0.37563398
0.4	-10.620628	-9.0592604	50.024624	0.3736116
0.401	-11.861812	-9.6428375	50.74292	0.37698582
0.402	-10.821436	-10.075138	47.302719	0.37245825
0.403	-10.596488	-9.54424	46.460506	0.37472203
0.404	-11.295794	-9.5995646	47.263557	0.37479714
0.405	-10.468493	-9.9100218	45.299107	0.37349358
0.406	-10.201023	-9.6547823	45.516369	0.37131563
0.407	-10.918389	-9.3842726	45.359726	0.37272647
0.408	-11.740468	-9.5671635	42.922672	0.3733702
0.409	-11.641548	-9.8574858	44.62051	0.37509754
0.41	-10.00744	-9.4779358	45.792633	0.38139001
0.411	-10.06888	-8.7976561	46.910042	0.37917987
0.412	-11.722873	-8.5410223	44.427391	0.37966266
0.413	-12.420069	-9.272049	45.999702	0.37639037
0.414	-11.287533	-9.3343477	43.956932	0.37479714
0.415	-12.37304	-9.2741232	46.824749	0.37451282
0.416	-13.385163	-9.7553835	49.046692	0.379491
0.417	-11.926935	-9.8961811	45.745964	0.38033321
0.418	-10.751627	-9.6153364	45.882221	0.38364306
0.419	-11.091267	-9.2627153	46.321568	0.3836216
0.42	-12.274371	-9.6885786	48.002773	0.38273647
0.421	-11.585508	-10.367749	46.49913	0.3872104
0.422	-11.49324	-10.182105	48.188385	0.38269892
0.423	-11.043952	-9.8914604	45.408543	0.38231805
0.424	-11.477612	-9.5583305	45.848423	0.38284376
0.425	-11.144482	-9.5412359	46.489471	0.3843458
0.426	-10.640512	-9.4562273	47.326859	0.38772538
0.427	-11.429403	-9.161685	47.252831	0.39151266
0.428	-11.538301	-9.3774424	49.246784	0.3902413
0.429	-11.51552	-9.2990856	48.997875	0.39072946
0.43	-11.014627	-8.982049	47.89817	0.39423779
0.431	-10.251163	-8.723877	47.547871	0.392607
0.432	-11.126743	-8.5424528	46.616074	0.39178088
0.433	-12.304626	-8.8253365	45.48418	0.39320782
0.434	-12.506221	-9.3895302	45.052883	0.38843885
0.435	-12.356661	-9.1577511	45.82053	0.3926231
0.436	-12.439524	-9.4940643	45.485252	0.39566472
0.437	-11.757205	-9.3499403	48.413689	0.39925888
0.438	-13.087438	-9.217618	49.910362	0.39480105
0.439	-13.157426	-9.6531372	48.498985	0.40164605
0.44	-13.570271	-9.614192	46.950275	0.39788023
0.441	-13.566874	-10.229705	46.706196	0.39176479
0.442	-12.512551	-10.197125	45.935863	0.39409831
0.443	-12.062226	-9.9924192	47.89817	0.39255872
0.444	-10.661934	-10.056971	46.24271	0.39186671
0.445	-11.04828	-9.8090992	44.636604	0.39282694
0.446	-12.765573	-9.6413002	47.179874	0.39508536
0.447	-13.320647	-10.071956	47.684666	0.39903358
0.448	-11.506794	-9.8912821	48.435146	0.39563254
0.449	-10.863744	-9.7418652	48.56765	0.40084675
0.45	-10.893785	-9.2125044	45.443947	0.39941981
0.451	-10.772835	-8.8246927	48.600372	0.40144756
0.452	-11.062728	-8.8192921	50.113136	0.40203765
0.453	-11.256991	-8.6396914	46.387012	0.40123835
0.454	-12.590478	-8.5186348	46.725506	0.40911332
0.455	-12.475	-9.3230114	49.024696	0.4062058
0.456	-11.110042	-9.2882853	48.608955	0.41719213
0.457	-11.848794	-9.1791019	49.491402	0.40905967
0.458	-12.180816	-9.2423658	49.033279	0.41183308
0.459	-13.085936	-9.5645533	47.339733	0.41219249
0.46	-12.634037	-9.8987207	49.746746	0.41174188
0.461	-13.052605	-9.891818	51.305111	0.40921524
0.462	-11.980544	-10.089837	48.222179	0.40789559
0.463	-12.922464	-10.253809	51.237518	0.40725186
0.464	-12.164508	-10.269759	48.778469	0.41310981
0.465	-13.332449	-9.4496117	52.169319	0.41461721
0.466	-14.072631	-9.8395329	50.18985	0.41593686
0.467	-12.219082	-9.8073826	47.340805	0.41574374
0.468	-11.950003	-9.6876125	49.08746	0.41317418
0.469	-12.014482	-9.4001513	49.327785	0.41436508
0.47	-11.68053	-9.3073111	48.734482	0.41523412
0.471	-11.164294	-8.993886	47.370846	0.41152194
0.472	-11.450039	-8.9702473	49.722607	0.41651621
0.473	-10.458551	-8.8200073	50.46558	0.4221864
0.474	-11.453329	-9.4176397	49.886757	0.42154804
0.475	-11.204349	-9.9267588	49.608883	0.42502955
0.476	-10.798762	-9.4853382	48.431393	0.42485252
